co2_id,date,site_depart,site_arrivee,mode_transport,distance_km,masse_t,co2_kg,co2_kg_baseline,reduction_pct,fe_kg_co2_t_km,conforme_iso14001,produit
CO2-0442,2024-03-16,Laayoune,Safi,Route,933,284.6,27615.31,35762.5,22.8,0.104,True,NPS
CO2-0443,2024-06-24,Benguerir,Jorf Lasfar,Maritime,110,497.7,437.98,654.3,33.1,0.008,True,TSP
CO2-0444,2025-02-22,Safi,Laayoune,Route,351,282.0,10294.13,14577.44,29.4,0.104,True,Phosphate brut
CO2-0445,2024-12-08,Casablanca Port,Jorf Lasfar,Route,95,316.9,3130.97,4098.64,23.6,0.104,True,Urée
CO2-0446,2024-07-21,Jorf Lasfar,Benguerir,Maritime,110,177.1,136.37,210.37,35.2,0.007,True,DAP
CO2-0447,2024-05-20,Khouribga,Youssoufia,Maritime,218,366.7,639.52,780.54,18.1,0.008,True,NPS
CO2-0448,2024-02-04,Benguerir,Youssoufia,Maritime,470,446.8,1469.97,1944.68,24.4,0.007,True,MAP
CO2-0449,2024-06-25,Safi,Khouribga,Route,155,369.5,5956.34,8883.19,32.9,0.104,True,Urée
CO2-0450,2024-04-07,Youssoufia,Jorf Lasfar,Route,90,217.2,1876.61,2317.62,19.0,0.096,True,Acide phosphorique
CO2-0451,2024-01-06,Benguerir,Safi,Maritime,95,201.9,153.44,186.77,17.8,0.008,True,Acide phosphorique
CO2-0452,2024-07-13,Laayoune,Youssoufia,Route,623,486.2,29078.65,36715.42,20.8,0.096,True,Acide phosphorique
CO2-0453,2025-03-08,Safi,Jorf Lasfar,Maritime,75,397.0,208.43,294.86,29.3,0.007,True,Urée
CO2-0454,2024-07-22,Safi,Jorf Lasfar,Rail,75,398.8,747.75,939.65,20.4,0.025,True,Acide phosphorique
CO2-0455,2024-09-21,Benguerir,Jorf Lasfar,Route,110,383.0,4044.48,5614.27,28.0,0.096,True,DAP
CO2-0456,2024-06-20,Jorf Lasfar,Safi,Route,75,173.1,1246.32,1579.46,21.1,0.096,True,DAP
CO2-0457,2024-11-10,Safi,Youssoufia,Rail,60,197.4,260.57,392.56,33.6,0.022,True,TSP
CO2-0458,2024-08-12,Laayoune,Casablanca Port,Rail,900,221.0,4375.8,5333.96,18.0,0.022,True,Urée
CO2-0459,2024-02-11,Casablanca Port,Benguerir,Maritime,702,186.6,1047.95,1260.9,16.9,0.008,True,Urée
CO2-0460,2024-05-20,Youssoufia,Benguerir,Rail,259,93.0,602.18,925.64,34.9,0.025,True,NPS
CO2-0461,2024-11-07,Safi,Jorf Lasfar,Maritime,75,247.5,129.94,162.04,19.8,0.007,True,Sulfate d'ammonium
CO2-0462,2024-05-17,Jorf Lasfar,Khouribga,Route,180,69.8,1306.66,1696.47,23.0,0.104,True,MAP
CO2-0463,2025-02-18,Khouribga,Safi,Maritime,155,479.1,594.08,878.59,32.4,0.008,True,Urée
CO2-0464,2025-02-04,Khouribga,Youssoufia,Maritime,95,72.0,54.72,84.47,35.2,0.008,True,NPS
CO2-0465,2024-03-02,Casablanca Port,Safi,Maritime,210,114.0,191.52,241.41,20.7,0.008,True,Sulfate d'ammonium
CO2-0466,2024-11-13,Safi,Khouribga,Route,155,84.8,1261.82,1864.19,32.3,0.096,True,TSP
CO2-0467,2024-05-07,Casablanca Port,Safi,Rail,230,370.6,2130.95,2597.02,17.9,0.025,True,Acide phosphorique
CO2-0468,2024-09-25,Youssoufia,Laayoune,Route,430,129.4,5786.77,8354.66,30.7,0.104,True,Urée
CO2-0469,2024-05-11,Laayoune,Jorf Lasfar,Rail,820,286.0,5863.0,7791.77,24.8,0.025,True,Acide phosphorique
CO2-0470,2025-03-09,Jorf Lasfar,Youssoufia,Route,90,79.2,684.29,987.53,30.7,0.096,True,Phosphate brut
CO2-0471,2024-07-27,Jorf Lasfar,Benguerir,Route,110,402.5,4250.4,5170.62,17.8,0.096,True,Urée
CO2-0472,2024-12-28,Benguerir,Safi,Maritime,95,156.9,104.34,137.57,24.2,0.007,True,TSP
CO2-0473,2024-05-30,Laayoune,Youssoufia,Rail,194,87.2,422.92,530.32,20.3,0.025,True,NPS
CO2-0474,2025-01-16,Benguerir,Casablanca Port,Maritime,863,373.5,2578.64,3710.04,30.5,0.008,True,MAP
CO2-0475,2024-08-15,Safi,Jorf Lasfar,Route,75,119.0,928.2,1323.4,29.9,0.104,True,TSP
CO2-0476,2025-03-07,Safi,Youssoufia,Rail,60,436.5,654.75,909.19,28.0,0.025,True,TSP
CO2-0477,2025-02-25,Laayoune,Khouribga,Route,442,362.8,16677.19,20367.39,18.1,0.104,True,MAP
CO2-0478,2024-09-12,Jorf Lasfar,Safi,Rail,75,40.0,66.0,95.71,31.0,0.022,True,Phosphate brut
CO2-0479,2024-09-09,Khouribga,Jorf Lasfar,Maritime,180,489.9,705.46,1024.13,31.1,0.008,True,TSP
CO2-0480,2024-08-25,Benguerir,Casablanca Port,Rail,418,426.9,3925.77,4727.16,17.0,0.022,True,MAP
CO2-0481,2025-01-27,Jorf Lasfar,Khouribga,Maritime,180,231.5,291.69,379.29,23.1,0.007,True,MAP
CO2-0482,2024-07-16,Laayoune,Safi,Route,256,153.8,3779.79,5748.59,34.2,0.096,True,Sulfate d'ammonium
CO2-0483,2024-06-12,Benguerir,Safi,Route,95,416.4,4114.03,6116.77,32.7,0.104,True,Sulfate d'ammonium
CO2-0484,2024-12-15,Casablanca Port,Khouribga,Route,120,317.4,3961.15,5730.21,30.9,0.104,True,MAP
CO2-0485,2024-09-05,Khouribga,Laayoune,Maritime,746,382.7,1998.46,2566.67,22.1,0.007,True,MAP
CO2-0486,2024-07-17,Youssoufia,Casablanca Port,Route,594,266.0,16432.42,24746.35,33.6,0.104,True,Urée
CO2-0487,2025-02-13,Laayoune,Jorf Lasfar,Maritime,820,224.3,1471.41,2030.65,27.5,0.008,True,TSP
CO2-0488,2024-09-01,Laayoune,Casablanca Port,Maritime,900,166.9,1201.68,1644.42,26.9,0.008,True,TSP
CO2-0489,2024-04-16,Laayoune,Safi,Rail,360,423.1,3807.9,4907.73,22.4,0.025,True,Phosphate brut
CO2-0490,2024-10-23,Khouribga,Youssoufia,Maritime,692,279.4,1353.41,1960.64,31.0,0.007,True,TSP
CO2-0491,2024-06-24,Benguerir,Youssoufia,Rail,931,287.2,5882.43,8278.56,28.9,0.022,True,TSP
CO2-0492,2024-04-27,Jorf Lasfar,Youssoufia,Rail,90,400.3,792.59,1221.8,35.1,0.022,True,NPS
CO2-0493,2024-05-13,Khouribga,Jorf Lasfar,Rail,180,120.8,478.37,660.62,27.6,0.022,True,DAP
CO2-0494,2024-04-04,Casablanca Port,Jorf Lasfar,Maritime,95,100.5,76.38,92.85,17.7,0.008,True,MAP
CO2-0495,2024-01-13,Khouribga,Benguerir,Rail,80,446.7,786.19,960.77,18.2,0.022,True,Urée
CO2-0496,2024-01-24,Safi,Jorf Lasfar,Route,75,41.7,325.26,448.13,27.4,0.104,True,NPS
CO2-0497,2024-08-17,Casablanca Port,Safi,Rail,91,282.9,643.6,814.97,21.0,0.025,True,Urée
CO2-0498,2024-07-01,Laayoune,Khouribga,Route,143,460.3,6319.0,9568.29,34.0,0.096,True,Acide phosphorique
CO2-0499,2025-01-31,Benguerir,Laayoune,Rail,736,472.8,7655.58,11210.0,31.7,0.022,True,NPS
CO2-0500,2024-09-01,Benguerir,Jorf Lasfar,Maritime,110,86.4,76.03,99.47,23.6,0.008,True,Sulfate d'ammonium
CO2-0501,2024-01-14,Laayoune,Casablanca Port,Rail,900,21.8,490.5,667.06,26.5,0.025,True,Urée
CO2-0502,2024-09-12,Youssoufia,Khouribga,Route,916,411.5,36185.66,55486.15,34.8,0.096,True,Urée
CO2-0503,2024-02-05,Safi,Khouribga,Route,155,453.4,6746.59,9125.23,26.1,0.096,True,Urée
CO2-0504,2024-11-01,Safi,Benguerir,Rail,95,26.3,62.46,94.98,34.2,0.025,True,Acide phosphorique
CO2-0505,2024-06-23,Laayoune,Khouribga,Maritime,172,358.0,431.03,666.1,35.3,0.007,True,DAP
CO2-0506,2024-07-27,Laayoune,Safi,Maritime,411,68.3,224.57,330.2,32.0,0.008,True,NPS
CO2-0507,2025-03-12,Khouribga,Casablanca Port,Maritime,120,196.3,188.45,276.28,31.8,0.008,True,Urée
CO2-0508,2024-10-20,Safi,Casablanca Port,Rail,381,285.9,2396.41,3323.83,27.9,0.022,True,Urée
CO2-0509,2025-02-14,Youssoufia,Jorf Lasfar,Maritime,90,396.8,285.7,366.25,22.0,0.008,True,Urée
CO2-0510,2025-01-01,Jorf Lasfar,Casablanca Port,Maritime,95,291.6,221.62,306.99,27.8,0.008,True,NPS
CO2-0511,2024-11-29,Laayoune,Jorf Lasfar,Rail,820,34.7,711.35,898.59,20.8,0.025,True,NPS
CO2-0512,2024-01-19,Laayoune,Khouribga,Maritime,545,450.5,1964.18,2833.57,30.7,0.008,True,Phosphate brut
CO2-0513,2024-10-05,Youssoufia,Khouribga,Rail,215,227.2,1221.2,1659.72,26.4,0.025,True,TSP
CO2-0514,2024-01-05,Safi,Khouribga,Route,155,285.6,4249.73,6231.67,31.8,0.096,True,Sulfate d'ammonium
CO2-0515,2024-09-01,Youssoufia,Khouribga,Route,449,181.1,8456.65,13023.5,35.1,0.104,True,MAP
CO2-0516,2024-04-17,Safi,Jorf Lasfar,Route,75,358.9,2799.42,3837.72,27.1,0.104,True,Urée
CO2-0517,2025-03-04,Jorf Lasfar,Youssoufia,Rail,90,280.1,630.23,788.18,20.0,0.025,True,MAP
CO2-0518,2024-12-04,Jorf Lasfar,Laayoune,Maritime,820,471.2,3091.07,3997.36,22.7,0.008,True,TSP
CO2-0519,2024-02-27,Youssoufia,Casablanca Port,Route,422,265.9,11669.82,15838.84,26.3,0.104,True,Acide phosphorique
CO2-0520,2024-03-22,Casablanca Port,Laayoune,Route,900,459.8,39726.72,59119.62,32.8,0.096,True,Sulfate d'ammonium
CO2-0521,2024-02-05,Casablanca Port,Benguerir,Route,577,420.1,23270.18,30522.01,23.8,0.096,True,TSP
CO2-0522,2024-10-12,Khouribga,Casablanca Port,Rail,120,425.4,1123.06,1543.01,27.2,0.022,True,DAP
CO2-0523,2024-11-06,Casablanca Port,Jorf Lasfar,Rail,95,43.9,104.26,133.12,21.7,0.025,True,Sulfate d'ammonium
CO2-0524,2024-04-15,Safi,Benguerir,Rail,95,102.4,243.2,315.54,22.9,0.025,True,NPS
CO2-0525,2024-08-05,Youssoufia,Casablanca Port,Rail,653,313.3,4500.87,5409.01,16.8,0.022,True,MAP
CO2-0526,2024-05-04,Safi,Casablanca Port,Maritime,916,268.0,1718.42,2476.41,30.6,0.007,True,NPS
CO2-0527,2025-02-25,Youssoufia,Khouribga,Rail,509,54.8,613.65,934.88,34.4,0.022,True,Sulfate d'ammonium
CO2-0528,2025-03-12,Khouribga,Jorf Lasfar,Rail,180,397.4,1788.3,2547.47,29.8,0.025,True,DAP
CO2-0529,2024-05-18,Khouribga,Youssoufia,Maritime,460,487.9,1795.47,2684.85,33.1,0.008,True,MAP
CO2-0530,2024-03-03,Laayoune,Casablanca Port,Rail,900,109.2,2457.0,3591.24,31.6,0.025,True,DAP
CO2-0531,2024-12-08,Casablanca Port,Benguerir,Rail,916,433.9,8743.95,10655.68,17.9,0.022,True,TSP
CO2-0532,2024-11-30,Youssoufia,Khouribga,Rail,553,54.0,746.55,1050.98,29.0,0.025,True,DAP
CO2-0533,2024-03-08,Khouribga,Jorf Lasfar,Route,180,418.4,7229.95,10895.82,33.6,0.096,True,Acide phosphorique
CO2-0534,2024-04-19,Jorf Lasfar,Laayoune,Route,820,160.7,12650.3,18711.15,32.4,0.096,True,NPS
CO2-0535,2024-11-16,Safi,Casablanca Port,Maritime,666,122.4,652.15,861.24,24.3,0.008,True,Acide phosphorique
CO2-0536,2024-03-09,Benguerir,Jorf Lasfar,Rail,110,421.4,1158.85,1779.72,34.9,0.025,True,TSP
CO2-0537,2024-06-14,Safi,Youssoufia,Route,60,278.4,1603.58,2430.38,34.0,0.096,True,MAP
CO2-0538,2025-03-12,Khouribga,Safi,Route,155,93.8,1395.74,1999.25,30.2,0.096,True,Urée
CO2-0539,2024-08-18,Youssoufia,Laayoune,Rail,150,244.8,807.84,1029.73,21.5,0.022,True,Sulfate d'ammonium
CO2-0540,2024-07-06,Safi,Benguerir,Maritime,95,443.0,336.68,443.77,24.1,0.008,True,TSP
CO2-0541,2025-02-27,Safi,Casablanca Port,Rail,495,433.8,5368.28,7260.05,26.1,0.025,True,Urée
CO2-0542,2024-07-14,Safi,Youssoufia,Maritime,60,125.1,60.05,90.79,33.9,0.008,True,Phosphate brut
CO2-0543,2024-10-24,Jorf Lasfar,Benguerir,Rail,110,404.1,977.92,1488.78,34.3,0.022,True,Acide phosphorique
CO2-0544,2024-02-11,Safi,Youssoufia,Maritime,60,178.8,85.82,116.37,26.2,0.008,True,NPS
CO2-0545,2024-09-17,Benguerir,Laayoune,Rail,482,192.9,2324.45,3076.07,24.4,0.025,True,Sulfate d'ammonium
CO2-0546,2024-01-08,Safi,Youssoufia,Rail,60,107.7,142.16,200.15,29.0,0.022,True,Sulfate d'ammonium
CO2-0547,2024-08-28,Laayoune,Benguerir,Rail,123,256.8,789.66,1149.52,31.3,0.025,True,MAP
CO2-0548,2025-01-29,Youssoufia,Khouribga,Rail,182,242.1,1101.55,1684.81,34.6,0.025,True,MAP
CO2-0549,2024-08-17,Jorf Lasfar,Laayoune,Rail,820,177.7,3642.85,5269.22,30.9,0.025,True,NPS
CO2-0550,2024-05-10,Casablanca Port,Safi,Rail,783,357.3,6994.15,9944.6,29.7,0.025,True,Urée
CO2-0551,2024-07-27,Casablanca Port,Jorf Lasfar,Route,95,171.3,1562.26,2256.72,30.8,0.096,True,MAP
CO2-0552,2024-05-21,Casablanca Port,Youssoufia,Rail,164,340.1,1394.41,1886.93,26.1,0.025,True,Sulfate d'ammonium
CO2-0553,2024-11-20,Laayoune,Jorf Lasfar,Route,820,25.1,1975.87,2896.31,31.8,0.096,True,DAP
CO2-0554,2024-05-22,Khouribga,Safi,Rail,155,123.0,476.62,723.16,34.1,0.025,True,Sulfate d'ammonium
CO2-0555,2024-12-07,Laayoune,Casablanca Port,Maritime,900,302.3,1904.49,2707.81,29.7,0.007,True,Sulfate d'ammonium
CO2-0556,2025-01-17,Khouribga,Jorf Lasfar,Route,180,478.8,8273.66,10217.66,19.0,0.096,True,NPS
CO2-0557,2024-02-08,Casablanca Port,Youssoufia,Rail,554,305.6,3724.65,5682.93,34.5,0.022,True,Sulfate d'ammonium
CO2-0558,2024-02-21,Casablanca Port,Khouribga,Rail,120,380.5,1004.52,1222.35,17.8,0.022,True,Urée
CO2-0559,2024-01-10,Benguerir,Laayoune,Maritime,301,485.5,1169.08,1486.07,21.3,0.008,True,MAP
CO2-0560,2024-06-15,Khouribga,Safi,Route,155,470.1,6995.09,9442.97,25.9,0.096,True,Acide phosphorique
CO2-0561,2024-03-13,Khouribga,Youssoufia,Maritime,387,320.9,993.51,1524.44,34.8,0.008,True,Sulfate d'ammonium
CO2-0562,2024-07-08,Jorf Lasfar,Casablanca Port,Rail,95,192.4,402.12,610.52,34.1,0.022,True,Sulfate d'ammonium
CO2-0563,2024-02-16,Youssoufia,Khouribga,Route,477,53.9,2468.19,3313.9,25.5,0.096,True,NPS
CO2-0564,2025-03-19,Jorf Lasfar,Casablanca Port,Rail,95,29.2,69.35,93.62,25.9,0.025,True,DAP
CO2-0565,2024-07-23,Khouribga,Casablanca Port,Route,120,230.8,2880.38,3500.9,17.7,0.104,True,Phosphate brut
CO2-0566,2024-06-18,Safi,Casablanca Port,Route,791,346.5,26311.82,37672.59,30.2,0.096,True,Acide phosphorique
CO2-0567,2024-01-16,Benguerir,Casablanca Port,Maritime,463,433.7,1405.62,1688.11,16.7,0.007,True,NPS
CO2-0568,2024-06-18,Safi,Jorf Lasfar,Rail,75,177.5,292.88,367.93,20.4,0.022,True,Sulfate d'ammonium
CO2-0569,2024-10-21,Laayoune,Khouribga,Rail,585,122.0,1784.25,2336.63,23.6,0.025,True,TSP
CO2-0570,2024-07-16,Safi,Youssoufia,Route,60,240.5,1385.28,1751.44,20.9,0.096,True,DAP
CO2-0571,2024-04-26,Casablanca Port,Youssoufia,Maritime,666,357.2,1665.27,2125.87,21.7,0.007,True,Phosphate brut
CO2-0572,2024-01-25,Benguerir,Safi,Rail,95,27.3,64.84,90.77,28.6,0.025,True,Urée
CO2-0573,2025-02-24,Laayoune,Casablanca Port,Rail,900,137.3,3089.25,4308.04,28.3,0.025,True,Urée
CO2-0574,2024-03-31,Jorf Lasfar,Benguerir,Rail,110,92.7,224.33,276.14,18.8,0.022,True,Urée
CO2-0575,2024-08-06,Safi,Youssoufia,Rail,60,465.2,614.06,929.52,33.9,0.022,True,Sulfate d'ammonium
CO2-0576,2025-02-25,Safi,Benguerir,Maritime,95,399.2,303.39,411.97,26.4,0.008,True,TSP
CO2-0577,2024-11-24,Khouribga,Benguerir,Maritime,80,304.9,195.14,255.46,23.6,0.008,True,Urée
CO2-0578,2024-05-19,Khouribga,Benguerir,Rail,80,342.1,602.1,890.55,32.4,0.022,True,TSP
CO2-0579,2024-07-17,Safi,Benguerir,Route,95,109.5,998.64,1359.83,26.6,0.096,True,NPS
CO2-0580,2024-12-11,Khouribga,Laayoune,Maritime,209,20.5,34.28,42.51,19.4,0.008,True,Sulfate d'ammonium
CO2-0581,2024-01-05,Laayoune,Youssoufia,Rail,810,380.9,6787.64,8575.0,20.8,0.022,True,Urée
CO2-0582,2024-05-12,Casablanca Port,Youssoufia,Rail,742,401.7,7451.53,9117.94,18.3,0.025,True,MAP
CO2-0583,2024-10-11,Jorf Lasfar,Casablanca Port,Route,95,22.1,218.35,305.24,28.5,0.104,True,Urée
CO2-0584,2024-10-15,Khouribga,Youssoufia,Maritime,527,121.5,512.24,674.27,24.0,0.008,True,MAP
CO2-0585,2024-12-31,Casablanca Port,Jorf Lasfar,Route,95,379.8,3463.78,4359.58,20.5,0.096,True,MAP
CO2-0586,2024-09-20,Safi,Casablanca Port,Maritime,125,360.2,360.2,547.87,34.3,0.008,True,NPS
CO2-0587,2024-10-18,Jorf Lasfar,Laayoune,Maritime,820,52.2,342.43,483.86,29.2,0.008,True,TSP
CO2-0588,2024-08-02,Jorf Lasfar,Casablanca Port,Route,95,405.8,4009.3,5276.62,24.0,0.104,True,Acide phosphorique
CO2-0589,2024-04-17,Laayoune,Khouribga,Maritime,178,497.8,620.26,780.81,20.6,0.007,True,NPS
CO2-0590,2024-08-16,Youssoufia,Khouribga,Rail,261,284.6,1857.02,2577.23,27.9,0.025,True,Phosphate brut
CO2-0591,2024-08-03,Youssoufia,Laayoune,Rail,140,140.9,433.97,563.1,22.9,0.022,True,Acide phosphorique
CO2-0592,2025-02-11,Casablanca Port,Youssoufia,Maritime,214,463.8,694.77,1015.56,31.6,0.007,True,MAP
CO2-0593,2024-01-08,Safi,Benguerir,Maritime,95,361.1,274.44,393.98,30.3,0.008,True,DAP
CO2-0594,2024-08-03,Youssoufia,Khouribga,Maritime,292,489.8,1001.15,1529.74,34.6,0.007,True,TSP
CO2-0595,2024-10-05,Youssoufia,Benguerir,Rail,814,230.7,4131.38,6187.45,33.2,0.022,True,TSP
CO2-0596,2024-02-02,Casablanca Port,Khouribga,Rail,120,364.6,962.54,1457.75,34.0,0.022,True,TSP
CO2-0597,2024-11-12,Jorf Lasfar,Khouribga,Route,180,445.4,8337.89,10745.15,22.4,0.104,True,Phosphate brut
CO2-0598,2024-06-28,Khouribga,Laayoune,Rail,432,363.3,3923.64,5992.25,34.5,0.025,True,NPS
CO2-0599,2024-03-15,Safi,Jorf Lasfar,Route,75,453.5,3265.2,4616.62,29.3,0.096,True,Phosphate brut
CO2-0600,2024-03-10,Youssoufia,Khouribga,Maritime,103,332.8,239.95,322.85,25.7,0.007,True,MAP
CO2-0601,2024-05-03,Safi,Benguerir,Route,95,39.6,391.25,549.2,28.8,0.104,True,Phosphate brut
CO2-0602,2025-02-24,Khouribga,Youssoufia,Route,333,424.2,13560.83,20170.55,32.8,0.096,True,MAP
CO2-0603,2024-03-04,Jorf Lasfar,Safi,Route,75,92.4,720.72,1067.03,32.5,0.104,True,Phosphate brut
CO2-0604,2024-10-11,Khouribga,Jorf Lasfar,Route,180,260.5,4876.56,6544.6,25.5,0.104,True,Sulfate d'ammonium
CO2-0605,2024-02-01,Laayoune,Safi,Route,551,477.9,27385.58,36535.31,25.0,0.104,True,Urée
CO2-0606,2024-10-08,Youssoufia,Khouribga,Maritime,604,406.0,1961.79,2602.48,24.6,0.008,True,Acide phosphorique
CO2-0607,2024-12-08,Jorf Lasfar,Benguerir,Route,110,334.9,3536.54,5438.7,35.0,0.096,True,Urée
CO2-0608,2024-06-23,Youssoufia,Laayoune,Route,699,389.7,26150.43,36575.13,28.5,0.096,True,Sulfate d'ammonium
CO2-0609,2024-12-18,Khouribga,Safi,Maritime,155,200.9,217.98,276.05,21.0,0.007,True,TSP
CO2-0610,2024-08-17,Safi,Youssoufia,Route,60,76.4,476.74,733.72,35.0,0.104,True,Acide phosphorique
CO2-0611,2024-09-23,Youssoufia,Jorf Lasfar,Maritime,90,461.4,290.68,444.54,34.6,0.007,True,Sulfate d'ammonium
CO2-0612,2025-02-02,Benguerir,Laayoune,Rail,183,346.0,1393.0,1981.8,29.7,0.022,True,DAP
CO2-0613,2024-03-17,Jorf Lasfar,Laayoune,Route,820,476.2,40610.34,59249.14,31.5,0.104,True,Urée
CO2-0614,2024-03-06,Youssoufia,Laayoune,Rail,821,169.3,3057.9,4373.73,30.1,0.022,True,Urée
CO2-0615,2024-07-04,Benguerir,Youssoufia,Rail,653,182.6,2623.23,3962.59,33.8,0.022,True,Acide phosphorique
CO2-0616,2025-02-16,Safi,Youssoufia,Route,60,47.6,274.18,351.65,22.0,0.096,True,Phosphate brut
CO2-0617,2024-03-01,Benguerir,Youssoufia,Rail,908,351.0,7967.7,9780.67,18.5,0.025,True,Sulfate d'ammonium
CO2-0618,2024-10-17,Laayoune,Casablanca Port,Maritime,900,214.7,1545.84,2385.31,35.2,0.008,True,Acide phosphorique
CO2-0619,2025-03-13,Benguerir,Jorf Lasfar,Maritime,110,459.7,353.97,508.41,30.4,0.007,True,NPS
CO2-0620,2024-07-27,Benguerir,Jorf Lasfar,Route,110,361.8,4138.99,6012.34,31.2,0.104,True,Sulfate d'ammonium
CO2-0621,2025-01-01,Youssoufia,Safi,Rail,60,197.9,261.23,404.1,35.4,0.022,True,Acide phosphorique
CO2-0622,2024-10-23,Safi,Jorf Lasfar,Maritime,75,392.9,206.27,316.99,34.9,0.007,True,MAP
CO2-0623,2024-09-23,Safi,Youssoufia,Route,60,58.0,334.08,434.28,23.1,0.096,True,DAP
CO2-0624,2024-08-25,Jorf Lasfar,Laayoune,Rail,820,179.4,3677.7,5067.19,27.4,0.025,True,Sulfate d'ammonium
CO2-0625,2024-10-15,Youssoufia,Jorf Lasfar,Maritime,90,175.1,126.07,176.69,28.6,0.008,True,Urée
CO2-0626,2024-07-05,Benguerir,Jorf Lasfar,Rail,110,429.7,1039.87,1252.77,17.0,0.022,True,Acide phosphorique
CO2-0627,2024-04-02,Youssoufia,Benguerir,Route,875,364.4,30609.6,39578.01,22.7,0.096,True,Urée
CO2-0628,2025-02-26,Khouribga,Safi,Rail,155,477.8,1851.48,2599.91,28.8,0.025,True,Phosphate brut
CO2-0629,2024-09-03,Laayoune,Youssoufia,Route,916,75.8,7221.01,10904.78,33.8,0.104,True,Phosphate brut
CO2-0630,2024-12-21,Casablanca Port,Khouribga,Route,120,218.1,2721.89,3481.57,21.8,0.104,True,DAP
CO2-0631,2025-01-20,Khouribga,Casablanca Port,Maritime,120,370.8,311.47,476.25,34.6,0.007,True,Sulfate d'ammonium
CO2-0632,2025-03-02,Youssoufia,Benguerir,Rail,161,196.8,792.12,1074.37,26.3,0.025,True,Acide phosphorique
CO2-0633,2024-08-04,Benguerir,Youssoufia,Rail,451,411.5,4082.9,5955.7,31.4,0.022,True,TSP
CO2-0634,2025-01-21,Safi,Casablanca Port,Route,345,148.2,5317.42,6471.37,17.8,0.104,True,NPS
CO2-0635,2024-01-20,Youssoufia,Laayoune,Rail,743,468.2,7653.2,11036.11,30.7,0.022,True,Urée
CO2-0636,2024-12-11,Laayoune,Benguerir,Maritime,920,90.8,584.75,796.42,26.6,0.007,True,TSP
CO2-0637,2024-05-26,Jorf Lasfar,Safi,Route,75,175.5,1368.9,1736.1,21.2,0.104,True,DAP
CO2-0638,2024-10-04,Khouribga,Safi,Rail,155,417.2,1616.65,2401.29,32.7,0.025,True,NPS
CO2-0639,2025-02-07,Jorf Lasfar,Khouribga,Rail,180,176.2,792.9,1134.16,30.1,0.025,True,DAP
CO2-0640,2024-05-18,Khouribga,Youssoufia,Rail,575,431.0,5452.15,7934.63,31.3,0.022,True,MAP
CO2-0641,2024-05-31,Benguerir,Youssoufia,Route,554,338.0,17976.19,22325.89,19.5,0.096,True,DAP
CO2-0642,2024-04-05,Jorf Lasfar,Benguerir,Rail,110,352.3,852.57,1252.62,31.9,0.022,True,Phosphate brut
CO2-0643,2024-03-08,Laayoune,Safi,Maritime,905,321.2,2325.49,3192.97,27.2,0.008,True,TSP
CO2-0644,2024-09-25,Khouribga,Benguerir,Rail,80,201.5,403.0,533.12,24.4,0.025,True,TSP
CO2-0645,2024-05-24,Jorf Lasfar,Safi,Rail,75,32.9,54.28,76.07,28.6,0.022,True,NPS
CO2-0646,2024-09-30,Laayoune,Youssoufia,Route,210,365.2,7362.43,10966.61,32.9,0.096,True,Phosphate brut
CO2-0647,2024-12-09,Youssoufia,Benguerir,Rail,234,327.2,1684.43,2155.05,21.8,0.022,True,Phosphate brut
CO2-0648,2024-10-09,Jorf Lasfar,Casablanca Port,Maritime,95,20.7,15.73,23.57,33.3,0.008,True,Phosphate brut
CO2-0649,2024-11-27,Laayoune,Benguerir,Rail,212,128.8,600.72,739.18,18.7,0.022,True,Sulfate d'ammonium
CO2-0650,2025-03-04,Khouribga,Jorf Lasfar,Route,180,455.6,8528.83,13148.41,35.1,0.104,True,DAP
CO2-0651,2024-04-03,Jorf Lasfar,Youssoufia,Route,90,259.0,2424.24,3557.75,31.9,0.104,True,TSP
CO2-0652,2025-01-16,Laayoune,Youssoufia,Route,119,67.4,834.14,1037.37,19.6,0.104,True,Urée
CO2-0653,2025-03-06,Khouribga,Safi,Maritime,155,477.0,517.54,661.31,21.7,0.007,True,TSP
CO2-0654,2024-12-03,Casablanca Port,Khouribga,Route,120,401.0,5004.48,7622.15,34.3,0.104,True,Acide phosphorique
CO2-0655,2024-12-09,Jorf Lasfar,Benguerir,Route,110,116.1,1328.18,1944.21,31.7,0.104,True,TSP
CO2-0656,2024-04-20,Youssoufia,Benguerir,Rail,787,491.6,8511.56,13050.77,34.8,0.022,True,DAP
CO2-0657,2024-04-29,Casablanca Port,Khouribga,Maritime,120,141.8,136.13,179.85,24.3,0.008,True,TSP
CO2-0658,2024-05-18,Casablanca Port,Laayoune,Maritime,900,432.9,2727.27,3973.6,31.4,0.007,True,Sulfate d'ammonium
CO2-0659,2024-09-19,Safi,Khouribga,Route,155,414.1,6675.29,8503.47,21.5,0.104,True,DAP
CO2-0660,2024-07-09,Safi,Youssoufia,Maritime,60,366.6,153.97,188.36,18.3,0.007,True,MAP
CO2-0661,2025-01-16,Jorf Lasfar,Khouribga,Route,180,348.2,6016.9,7801.05,22.9,0.096,True,Phosphate brut
CO2-0662,2025-03-10,Khouribga,Jorf Lasfar,Maritime,180,130.0,163.8,251.01,34.7,0.007,True,MAP
CO2-0663,2024-02-25,Casablanca Port,Jorf Lasfar,Route,95,26.5,241.68,308.6,21.7,0.096,True,Urée
