livraison_id,commande_id,origine,destination,transporteur_id,transporteur_nom,mode_transport,distance_km,masse_t,date_depart,date_arrivee_prevue,retard_heures,statut,co2_kg,cout_transport_usd,produit,otif
LIV-0289,CMD-0546,Youssoufia,Casablanca Port,T003,Atlas Trucks,Route,793,484.4,2025-03-15 18:15,2025-03-16 12:51,3.9,Livré,36876.4,4488.75,MAP,0
LIV-0290,CMD-0526,Youssoufia,Jorf Lasfar,T005,OCP Maritime,Maritime,90,290.0,2024-07-29 21:01,2024-07-29 22:49,0.0,Livré,208.8,323.9,NPS,1
LIV-0291,CMD-0041,Jorf Lasfar,Laayoune,T006,Marsa Maroc,Maritime,820,144.2,2024-08-18 04:37,2024-08-18 16:01,0.0,Livré,827.71,1860.9,TSP,1
LIV-0292,CMD-0086,Benguerir,Youssoufia,T003,Atlas Trucks,Route,889,44.7,2024-06-12 02:10,2024-06-12 16:04,0.0,Livré,3814.88,661.89,Acide phosphorique,1
LIV-0293,CMD-0551,Casablanca Port,Youssoufia,T004,Sahara Trans,Route,706,161.5,2024-01-09 02:01,2024-01-09 11:13,0.0,Incident,11857.98,1903.42,MAP,0
LIV-0294,CMD-0405,Casablanca Port,Laayoune,T006,Marsa Maroc,Maritime,900,473.9,2025-03-03 21:06,2025-03-04 15:24,0.0,En transit,2985.57,4884.77,TSP,0
LIV-0295,CMD-0503,Safi,Youssoufia,T006,Marsa Maroc,Maritime,60,228.3,2025-01-07 01:20,2025-01-07 02:44,1.1,Livré,95.89,146.13,TSP,0
LIV-0296,CMD-0413,Casablanca Port,Benguerir,T001,OCP Rail,Rail,397,98.2,2024-11-02 04:22,2024-11-02 09:58,0.0,Livré,974.64,424.15,MAP,1
LIV-0297,CMD-0045,Casablanca Port,Jorf Lasfar,T002,ONCF Fret,Rail,95,380.2,2024-03-18 11:06,2024-03-18 12:48,0.6,En transit,794.62,349.81,TSP,0
LIV-0298,CMD-0208,Youssoufia,Khouribga,T003,Atlas Trucks,Route,226,470.5,2024-01-08 07:09,2024-01-08 09:51,0.0,En transit,10207.97,1479.88,TSP,0
LIV-0299,CMD-0046,Safi,Casablanca Port,T004,Sahara Trans,Route,915,98.3,2024-04-30 00:20,2024-04-30 18:20,0.0,Livré,9354.23,1078.31,MAP,1
LIV-0300,CMD-0232,Jorf Lasfar,Benguerir,T001,OCP Rail,Rail,110,445.5,2024-01-01 22:33,2024-01-01 23:57,0.0,En transit,1225.12,616.98,Urée,0
LIV-0301,CMD-0087,Casablanca Port,Laayoune,T001,OCP Rail,Rail,900,101.4,2024-03-20 00:30,2024-03-20 11:18,0.0,Livré,2281.5,948.46,DAP,1
LIV-0302,CMD-0107,Jorf Lasfar,Youssoufia,T002,ONCF Fret,Rail,90,274.6,2024-11-26 07:07,2024-11-26 09:01,2.8,Livré,543.71,343.95,Acide phosphorique,0
LIV-0303,CMD-0152,Safi,Laayoune,T003,Atlas Trucks,Route,351,409.1,2024-02-29 07:37,2024-02-29 12:13,3.5,Livré,13785.03,2113.91,Urée,0
LIV-0304,CMD-0507,Safi,Laayoune,T004,Sahara Trans,Route,914,52.3,2024-08-04 07:10,2024-08-05 02:52,1.6,Livré,4971.43,657.78,Urée,0
LIV-0305,CMD-0236,Safi,Laayoune,T004,Sahara Trans,Route,696,400.9,2024-07-10 00:03,2024-07-10 12:15,0.0,Livré,29018.75,3348.58,Urée,1
LIV-0306,CMD-0572,Khouribga,Casablanca Port,T006,Marsa Maroc,Maritime,120,272.9,2024-06-19 08:40,2024-06-19 10:22,4.1,Livré,229.24,497.49,NPS,0
LIV-0307,CMD-0249,Youssoufia,Khouribga,T001,OCP Rail,Rail,437,193.2,2024-04-18 05:39,2024-04-18 13:51,21.1,Retardé,2110.71,1326.81,Phosphate brut,0
LIV-0308,CMD-0596,Laayoune,Youssoufia,T001,OCP Rail,Rail,844,86.1,2024-04-21 03:08,2024-04-21 17:56,0.0,En transit,1816.71,1200.97,MAP,0
LIV-0309,CMD-0144,Safi,Casablanca Port,T002,ONCF Fret,Rail,110,90.5,2024-07-09 07:59,2024-07-09 10:29,0.0,Livré,219.01,105.69,Acide phosphorique,1
LIV-0310,CMD-0516,Safi,Jorf Lasfar,T006,Marsa Maroc,Maritime,75,233.1,2024-01-11 06:14,2024-01-11 07:38,0.0,Planifié,122.38,249.0,TSP,0
LIV-0311,CMD-0095,Khouribga,Jorf Lasfar,T004,Sahara Trans,Route,180,475.2,2024-07-19 10:28,2024-07-19 12:40,0.0,Livré,8895.74,1100.93,Urée,1
LIV-0312,CMD-0489,Youssoufia,Laayoune,T002,ONCF Fret,Rail,490,317.1,2024-05-22 16:18,2024-05-22 22:42,0.0,En transit,3418.34,1736.54,Sulfate d'ammonium,0
LIV-0313,CMD-0344,Casablanca Port,Laayoune,T004,Sahara Trans,Route,900,202.6,2024-10-15 12:51,2024-10-16 01:51,0.0,En transit,18963.36,1822.24,DAP,0
LIV-0314,CMD-0276,Youssoufia,Safi,T002,ONCF Fret,Rail,60,71.1,2024-01-09 12:37,2024-01-09 13:25,0.0,Livré,93.85,47.46,MAP,1
LIV-0315,CMD-0408,Jorf Lasfar,Casablanca Port,T001,OCP Rail,Rail,95,493.5,2024-02-07 07:41,2024-02-07 09:29,0.0,Livré,1172.06,613.38,Phosphate brut,1
LIV-0316,CMD-0025,Benguerir,Jorf Lasfar,T006,Marsa Maroc,Maritime,110,487.4,2024-03-16 15:17,2024-03-16 17:17,0.0,Planifié,375.3,785.93,Urée,0
LIV-0317,CMD-0145,Safi,Casablanca Port,T001,OCP Rail,Rail,377,97.4,2024-03-02 04:03,2024-03-02 08:45,0.8,Planifié,918.0,532.92,TSP,0
LIV-0318,CMD-0041,Jorf Lasfar,Casablanca Port,T006,Marsa Maroc,Maritime,95,332.7,2024-09-22 04:26,2024-09-22 06:02,0.0,Retardé,221.25,515.11,Urée,0
LIV-0319,CMD-0090,Youssoufia,Benguerir,T005,OCP Maritime,Maritime,701,56.0,2025-01-21 10:29,2025-01-22 02:17,0.0,Planifié,314.05,419.93,NPS,0
LIV-0320,CMD-0485,Khouribga,Jorf Lasfar,T003,Atlas Trucks,Route,180,468.3,2024-08-05 13:45,2024-08-05 16:27,1.7,Livré,8092.22,907.22,Acide phosphorique,0
LIV-0321,CMD-0133,Laayoune,Safi,T006,Marsa Maroc,Maritime,223,471.1,2025-01-14 05:48,2025-01-14 11:06,3.5,Retardé,735.39,1743.51,NPS,0
LIV-0322,CMD-0059,Benguerir,Casablanca Port,T005,OCP Maritime,Maritime,401,199.4,2025-01-27 23:27,2025-01-28 06:09,0.0,Incident,639.68,1160.36,Phosphate brut,0
LIV-0323,CMD-0358,Casablanca Port,Jorf Lasfar,T001,OCP Rail,Rail,95,429.5,2024-05-02 21:10,2024-05-02 22:34,3.5,En transit,1020.06,477.09,NPS,0
LIV-0324,CMD-0325,Safi,Laayoune,T005,OCP Maritime,Maritime,917,243.1,2024-03-25 03:45,2024-03-25 15:03,0.0,Livré,1783.38,2277.81,Sulfate d'ammonium,1
LIV-0325,CMD-0033,Jorf Lasfar,Safi,T002,ONCF Fret,Rail,75,375.8,2024-12-19 01:57,2024-12-19 03:45,0.0,Livré,620.07,293.78,Urée,1
LIV-0326,CMD-0071,Khouribga,Safi,T004,Sahara Trans,Route,155,122.4,2024-01-18 19:41,2024-01-18 21:35,0.0,Livré,1973.09,211.02,Acide phosphorique,1
LIV-0327,CMD-0351,Safi,Khouribga,T003,Atlas Trucks,Route,155,236.7,2024-06-15 07:12,2024-06-15 09:24,0.0,Retardé,3522.1,463.08,Acide phosphorique,0
LIV-0328,CMD-0575,Youssoufia,Benguerir,T003,Atlas Trucks,Route,509,251.2,2024-05-04 19:27,2024-05-05 01:33,0.0,Planifié,12274.64,1720.45,Phosphate brut,0
LIV-0329,CMD-0417,Khouribga,Laayoune,T006,Marsa Maroc,Maritime,672,315.9,2024-09-02 20:16,2024-09-03 12:46,0.0,Livré,1485.99,2532.74,Acide phosphorique,1
LIV-0330,CMD-0560,Jorf Lasfar,Laayoune,T001,OCP Rail,Rail,820,472.8,2024-12-15 00:05,2024-12-15 11:59,2.5,Livré,9692.4,6114.87,TSP,0
LIV-0331,CMD-0128,Jorf Lasfar,Safi,T002,ONCF Fret,Rail,75,120.7,2025-03-24 01:00,2025-03-24 01:54,0.0,Livré,199.16,99.36,NPS,1
LIV-0332,CMD-0182,Casablanca Port,Safi,T004,Sahara Trans,Route,500,188.8,2024-11-26 18:24,2024-11-27 02:18,0.0,Livré,9817.6,1469.14,TSP,1
LIV-0333,CMD-0090,Jorf Lasfar,Safi,T004,Sahara Trans,Route,75,425.6,2024-12-05 19:28,2024-12-05 20:34,22.8,Livré,3319.68,464.68,MAP,0
LIV-0334,CMD-0431,Khouribga,Laayoune,T001,OCP Rail,Rail,711,467.6,2025-02-27 02:34,2025-02-27 18:34,0.0,Livré,8311.59,3439.82,Phosphate brut,1
LIV-0335,CMD-0406,Youssoufia,Jorf Lasfar,T005,OCP Maritime,Maritime,90,75.0,2024-04-06 15:44,2024-04-06 17:20,13.3,En transit,54.0,106.42,DAP,0
LIV-0336,CMD-0425,Benguerir,Youssoufia,T005,OCP Maritime,Maritime,370,148.5,2024-08-26 18:17,2024-08-26 23:05,0.0,Retardé,439.56,788.05,DAP,0
LIV-0337,CMD-0198,Khouribga,Youssoufia,T002,ONCF Fret,Rail,889,199.7,2024-09-03 14:05,2024-09-04 06:11,0.0,Incident,3905.73,2748.27,Urée,0
LIV-0338,CMD-0130,Laayoune,Khouribga,T005,OCP Maritime,Maritime,519,81.9,2024-05-14 22:19,2024-05-15 07:13,0.0,En transit,340.05,602.79,MAP,0
LIV-0339,CMD-0157,Casablanca Port,Jorf Lasfar,T004,Sahara Trans,Route,95,385.8,2025-03-05 10:54,2025-03-05 12:54,0.0,Livré,3811.7,593.75,DAP,1
LIV-0340,CMD-0228,Jorf Lasfar,Laayoune,T005,OCP Maritime,Maritime,820,294.5,2024-04-11 09:35,2024-04-11 19:17,0.0,En transit,1931.92,2362.28,Acide phosphorique,0
LIV-0341,CMD-0594,Youssoufia,Casablanca Port,T002,ONCF Fret,Rail,823,394.4,2024-07-21 07:41,2024-07-21 19:29,0.0,En transit,7141.01,4953.11,MAP,0
LIV-0342,CMD-0503,Khouribga,Jorf Lasfar,T005,OCP Maritime,Maritime,180,71.4,2024-05-20 07:08,2024-05-20 11:14,2.2,Livré,102.82,149.52,DAP,0
LIV-0343,CMD-0183,Safi,Khouribga,T004,Sahara Trans,Route,155,56.6,2024-10-18 11:14,2024-10-18 13:08,0.0,Livré,912.39,127.64,DAP,1
LIV-0344,CMD-0024,Khouribga,Safi,T003,Atlas Trucks,Route,155,497.6,2024-01-04 21:28,2024-01-05 00:46,0.0,Livré,7404.29,1073.62,TSP,1
LIV-0345,CMD-0357,Youssoufia,Safi,T001,OCP Rail,Rail,60,34.2,2024-03-05 19:29,2024-03-05 20:17,0.0,Retardé,51.3,21.75,Acide phosphorique,0
LIV-0346,CMD-0106,Safi,Laayoune,T004,Sahara Trans,Route,526,266.1,2024-05-29 22:47,2024-05-30 09:05,1.2,Retardé,14556.73,1746.75,Acide phosphorique,0
LIV-0347,CMD-0383,Youssoufia,Benguerir,T006,Marsa Maroc,Maritime,579,228.1,2024-07-30 00:22,2024-07-30 07:52,0.0,En transit,924.49,1692.12,MAP,0
LIV-0348,CMD-0367,Safi,Youssoufia,T001,OCP Rail,Rail,60,141.5,2025-02-16 01:12,2025-02-16 02:18,0.0,Planifié,212.25,106.55,Phosphate brut,0
LIV-0349,CMD-0330,Khouribga,Benguerir,T006,Marsa Maroc,Maritime,80,198.5,2024-04-04 23:54,2024-04-05 01:54,0.0,En transit,111.16,241.57,Phosphate brut,0
LIV-0350,CMD-0588,Jorf Lasfar,Khouribga,T004,Sahara Trans,Route,180,308.9,2024-03-20 22:34,2024-03-21 01:22,3.0,En transit,5782.61,744.86,Urée,0
LIV-0351,CMD-0335,Casablanca Port,Safi,T003,Atlas Trucks,Route,912,173.7,2025-01-18 15:36,2025-01-19 06:12,0.0,Livré,15207.78,1745.61,Urée,1
LIV-0352,CMD-0547,Youssoufia,Casablanca Port,T001,OCP Rail,Rail,371,28.6,2025-03-23 04:55,2025-03-23 09:19,3.7,Livré,265.27,161.7,DAP,0
LIV-0353,CMD-0321,Benguerir,Laayoune,T001,OCP Rail,Rail,151,245.5,2024-11-18 09:37,2024-11-18 11:43,0.0,En transit,926.76,577.37,NPS,0
LIV-0354,CMD-0143,Jorf Lasfar,Khouribga,T004,Sahara Trans,Route,180,354.3,2024-04-04 07:18,2024-04-04 09:36,0.0,Planifié,6632.5,820.96,MAP,0
LIV-0355,CMD-0045,Benguerir,Laayoune,T006,Marsa Maroc,Maritime,526,128.6,2024-10-13 12:24,2024-10-13 19:18,2.4,Livré,473.51,692.25,MAP,0
LIV-0356,CMD-0152,Khouribga,Safi,T001,OCP Rail,Rail,155,178.1,2024-10-21 19:26,2024-10-21 22:26,0.0,Livré,690.14,386.8,Urée,1
LIV-0357,CMD-0271,Casablanca Port,Safi,T006,Marsa Maroc,Maritime,205,270.4,2025-01-06 05:12,2025-01-06 08:06,3.9,Livré,388.02,628.14,Acide phosphorique,0
LIV-0358,CMD-0480,Casablanca Port,Khouribga,T003,Atlas Trucks,Route,120,421.1,2024-06-08 22:05,2024-06-08 23:47,0.0,En transit,4851.07,573.29,Urée,0
LIV-0359,CMD-0517,Youssoufia,Jorf Lasfar,T001,OCP Rail,Rail,90,120.2,2025-02-13 20:00,2025-02-13 21:24,1.6,En transit,270.45,149.85,MAP,0
LIV-0360,CMD-0592,Youssoufia,Benguerir,T003,Atlas Trucks,Route,474,488.0,2025-02-02 19:39,2025-02-03 05:15,0.0,En transit,22205.95,3665.97,MAP,0
LIV-0361,CMD-0564,Youssoufia,Jorf Lasfar,T001,OCP Rail,Rail,90,72.9,2024-12-23 22:48,2024-12-24 00:42,0.0,Livré,164.03,63.77,MAP,1
LIV-0362,CMD-0433,Benguerir,Jorf Lasfar,T002,ONCF Fret,Rail,110,210.5,2024-09-16 05:21,2024-09-16 07:57,0.0,En transit,509.41,294.12,Phosphate brut,0
LIV-0363,CMD-0118,Benguerir,Youssoufia,T004,Sahara Trans,Route,260,305.1,2025-01-18 09:40,2025-01-18 13:46,0.0,Livré,8249.9,1063.99,DAP,1
LIV-0364,CMD-0275,Khouribga,Casablanca Port,T003,Atlas Trucks,Route,120,51.6,2024-06-24 21:36,2024-06-24 23:06,0.0,Livré,594.43,63.95,NPS,1
LIV-0365,CMD-0313,Youssoufia,Benguerir,T002,ONCF Fret,Rail,435,325.7,2024-08-11 16:18,2024-08-11 22:18,0.8,Livré,3116.95,2080.16,Phosphate brut,0
LIV-0366,CMD-0271,Youssoufia,Safi,T006,Marsa Maroc,Maritime,60,100.0,2024-12-19 13:50,2024-12-19 15:08,0.0,Livré,42.0,71.95,MAP,1
LIV-0367,CMD-0298,Youssoufia,Laayoune,T001,OCP Rail,Rail,688,189.0,2024-01-01 18:45,2024-01-02 05:51,1.4,En transit,3250.8,1691.92,Phosphate brut,0
LIV-0368,CMD-0499,Jorf Lasfar,Casablanca Port,T002,ONCF Fret,Rail,95,90.4,2024-08-24 14:11,2024-08-24 15:23,0.0,Livré,188.94,88.25,Acide phosphorique,1
LIV-0369,CMD-0532,Benguerir,Jorf Lasfar,T001,OCP Rail,Rail,110,189.3,2025-02-06 05:04,2025-02-06 06:34,0.0,Livré,520.58,306.37,DAP,1
LIV-0370,CMD-0199,Youssoufia,Jorf Lasfar,T002,ONCF Fret,Rail,90,497.2,2024-01-25 00:06,2024-01-25 01:54,0.0,En transit,984.46,544.66,Urée,0
LIV-0371,CMD-0340,Casablanca Port,Khouribga,T003,Atlas Trucks,Route,120,345.8,2024-12-14 22:59,2024-12-15 00:23,7.5,Livré,3983.62,667.02,Urée,0
LIV-0372,CMD-0356,Jorf Lasfar,Safi,T003,Atlas Trucks,Route,75,111.5,2024-09-23 15:05,2024-09-23 16:05,0.0,Planifié,802.8,115.17,Acide phosphorique,0
LIV-0373,CMD-0302,Khouribga,Youssoufia,T004,Sahara Trans,Route,781,90.6,2025-02-10 08:53,2025-02-10 18:17,0.0,Livré,7358.89,1026.19,DAP,1
LIV-0374,CMD-0359,Safi,Khouribga,T002,ONCF Fret,Rail,155,416.2,2025-01-14 07:48,2025-01-14 10:42,0.0,Livré,1419.24,676.64,Acide phosphorique,1
LIV-0375,CMD-0033,Laayoune,Jorf Lasfar,T006,Marsa Maroc,Maritime,820,289.2,2024-07-29 05:38,2024-07-29 23:20,12.6,Livré,1660.01,3904.94,NPS,0
LIV-0376,CMD-0331,Benguerir,Youssoufia,T006,Marsa Maroc,Maritime,732,205.4,2024-03-17 05:26,2024-03-17 14:32,0.0,Livré,1052.47,1875.44,TSP,1
LIV-0377,CMD-0448,Casablanca Port,Youssoufia,T003,Atlas Trucks,Route,218,219.8,2024-08-24 21:32,2024-08-25 02:32,0.0,Livré,4599.97,528.83,MAP,1
LIV-0378,CMD-0573,Youssoufia,Casablanca Port,T004,Sahara Trans,Route,790,170.4,2024-10-04 17:22,2024-10-05 06:16,0.0,Livré,14000.06,2198.43,DAP,1
LIV-0379,CMD-0055,Laayoune,Safi,T001,OCP Rail,Rail,853,87.5,2024-07-07 11:14,2024-07-08 00:08,1.8,Retardé,1865.94,1203.85,Urée,0
LIV-0380,CMD-0342,Youssoufia,Jorf Lasfar,T006,Marsa Maroc,Maritime,90,242.1,2025-02-06 08:22,2025-02-06 09:52,0.7,En transit,152.52,328.87,MAP,0
LIV-0381,CMD-0148,Laayoune,Benguerir,T005,OCP Maritime,Maritime,573,351.5,2024-04-04 07:51,2024-04-04 15:39,0.0,Livré,1611.28,3186.91,NPS,1
LIV-0382,CMD-0069,Youssoufia,Benguerir,T006,Marsa Maroc,Maritime,735,429.1,2024-08-29 11:25,2024-08-29 21:37,0.0,Livré,2207.72,3710.99,DAP,1
LIV-0383,CMD-0496,Youssoufia,Casablanca Port,T001,OCP Rail,Rail,612,66.5,2025-01-02 23:11,2025-01-03 14:05,11.8,Livré,1017.45,450.56,TSP,0
LIV-0384,CMD-0175,Laayoune,Youssoufia,T005,OCP Maritime,Maritime,346,414.4,2024-04-05 16:32,2024-04-05 22:20,2.7,En transit,1147.06,2079.83,Phosphate brut,0
LIV-0385,CMD-0436,Safi,Jorf Lasfar,T003,Atlas Trucks,Route,75,340.4,2025-01-17 21:31,2025-01-17 22:49,1.5,Livré,2450.88,421.38,TSP,0
LIV-0386,CMD-0364,Khouribga,Safi,T004,Sahara Trans,Route,155,290.8,2024-08-23 03:53,2024-08-23 07:35,0.0,Retardé,4687.7,436.29,TSP,0
LIV-0387,CMD-0065,Safi,Laayoune,T004,Sahara Trans,Route,363,24.4,2025-01-23 20:34,2025-01-24 01:10,2.3,Livré,921.15,95.13,TSP,0
LIV-0388,CMD-0496,Casablanca Port,Youssoufia,T003,Atlas Trucks,Route,751,365.2,2024-04-18 18:31,2024-04-19 08:49,0.0,Retardé,26329.46,3302.95,Urée,0
LIV-0389,CMD-0414,Safi,Casablanca Port,T006,Marsa Maroc,Maritime,264,296.5,2025-02-12 02:47,2025-02-12 07:53,0.0,En transit,547.93,1274.13,MAP,0
LIV-0390,CMD-0243,Khouribga,Youssoufia,T006,Marsa Maroc,Maritime,242,131.2,2025-01-22 22:07,2025-01-23 01:01,19.2,Planifié,222.25,456.88,MAP,0
LIV-0391,CMD-0031,Youssoufia,Laayoune,T004,Sahara Trans,Route,853,487.2,2024-02-18 02:23,2024-02-18 14:59,0.0,Planifié,43220.49,6749.5,TSP,0
LIV-0392,CMD-0166,Benguerir,Khouribga,T006,Marsa Maroc,Maritime,80,201.3,2025-03-21 16:01,2025-03-21 17:13,1.2,Livré,112.73,269.26,Urée,0
LIV-0393,CMD-0560,Laayoune,Jorf Lasfar,T002,ONCF Fret,Rail,820,299.4,2024-03-15 17:24,2024-03-16 10:06,0.0,Livré,5401.18,3468.94,MAP,1
LIV-0394,CMD-0573,Benguerir,Youssoufia,T006,Marsa Maroc,Maritime,827,479.7,2025-02-14 05:30,2025-02-14 18:48,0.0,Livré,2776.98,5888.65,TSP,1
LIV-0395,CMD-0554,Laayoune,Khouribga,T004,Sahara Trans,Route,517,320.2,2025-03-18 01:46,2025-03-18 13:40,0.0,Livré,17216.51,2630.92,Sulfate d'ammonium,1
LIV-0396,CMD-0531,Khouribga,Benguerir,T003,Atlas Trucks,Route,80,140.7,2024-02-22 18:43,2024-02-22 19:43,0.0,Livré,1080.58,165.05,Acide phosphorique,1
LIV-0397,CMD-0206,Safi,Casablanca Port,T001,OCP Rail,Rail,639,354.8,2024-12-31 19:40,2025-01-01 03:28,0.0,Livré,5667.93,2357.47,Sulfate d'ammonium,1
LIV-0398,CMD-0037,Laayoune,Khouribga,T002,ONCF Fret,Rail,289,282.6,2024-02-18 09:53,2024-02-18 15:35,23.0,En transit,1796.77,1215.59,Sulfate d'ammonium,0
LIV-0399,CMD-0231,Khouribga,Jorf Lasfar,T005,OCP Maritime,Maritime,180,314.0,2025-03-04 07:18,2025-03-04 10:12,0.0,Livré,452.16,575.39,Sulfate d'ammonium,1
LIV-0400,CMD-0389,Safi,Jorf Lasfar,T003,Atlas Trucks,Route,75,427.9,2024-01-17 15:43,2024-01-17 16:37,0.0,En transit,3080.88,532.56,DAP,0
LIV-0401,CMD-0377,Jorf Lasfar,Safi,T001,OCP Rail,Rail,75,387.5,2024-11-29 18:32,2024-11-29 19:32,0.0,En transit,726.56,424.52,Sulfate d'ammonium,0
LIV-0402,CMD-0016,Youssoufia,Safi,T004,Sahara Trans,Route,60,134.3,2024-01-08 19:20,2024-01-08 20:32,3.1,En transit,838.03,82.69,Phosphate brut,0
LIV-0403,CMD-0408,Laayoune,Khouribga,T001,OCP Rail,Rail,138,80.8,2024-02-03 22:59,2024-02-04 01:29,21.8,Livré,278.76,121.54,NPS,0
LIV-0404,CMD-0310,Casablanca Port,Khouribga,T006,Marsa Maroc,Maritime,120,56.7,2024-06-08 21:31,2024-06-08 23:25,11.1,Livré,47.63,111.29,Sulfate d'ammonium,0
LIV-0405,CMD-0498,Laayoune,Jorf Lasfar,T003,Atlas Trucks,Route,820,137.2,2024-09-04 15:57,2024-09-05 03:27,5.1,En transit,10800.38,1803.38,Acide phosphorique,0
LIV-0406,CMD-0451,Khouribga,Benguerir,T002,ONCF Fret,Rail,80,488.5,2025-03-05 12:01,2025-03-05 13:37,0.0,Incident,859.76,440.04,NPS,0
LIV-0407,CMD-0020,Khouribga,Youssoufia,T004,Sahara Trans,Route,936,36.2,2024-10-25 09:34,2024-10-26 03:04,3.9,Livré,3523.85,393.09,Urée,0
LIV-0408,CMD-0345,Safi,Jorf Lasfar,T001,OCP Rail,Rail,75,118.8,2024-11-30 20:00,2024-11-30 21:12,2.8,Retardé,222.75,97.37,Acide phosphorique,0
LIV-0409,CMD-0567,Laayoune,Jorf Lasfar,T002,ONCF Fret,Rail,820,33.1,2024-12-03 03:45,2024-12-03 14:09,3.2,Planifié,597.12,402.4,Urée,0
LIV-0410,CMD-0244,Casablanca Port,Laayoune,T003,Atlas Trucks,Route,900,242.5,2025-03-17 09:56,2025-03-17 22:02,0.0,Incident,20952.0,2994.99,TSP,0
LIV-0411,CMD-0257,Khouribga,Safi,T006,Marsa Maroc,Maritime,155,61.1,2025-02-25 14:36,2025-02-25 17:30,0.0,Livré,66.29,107.96,DAP,1
LIV-0412,CMD-0570,Khouribga,Safi,T005,OCP Maritime,Maritime,155,174.1,2024-05-18 20:46,2024-05-18 23:22,0.0,Livré,215.88,310.46,Phosphate brut,1
LIV-0413,CMD-0507,Safi,Khouribga,T005,OCP Maritime,Maritime,155,152.7,2024-08-31 21:52,2024-08-31 23:46,2.0,Livré,189.35,331.23,TSP,0
LIV-0414,CMD-0043,Youssoufia,Laayoune,T002,ONCF Fret,Rail,230,438.2,2024-06-29 17:19,2024-06-29 22:25,0.6,En transit,2217.29,1443.56,Phosphate brut,0
LIV-0415,CMD-0116,Khouribga,Laayoune,T003,Atlas Trucks,Route,343,27.7,2024-10-01 10:38,2024-10-01 15:56,0.0,Livré,912.11,149.01,MAP,1
LIV-0416,CMD-0369,Youssoufia,Benguerir,T003,Atlas Trucks,Route,664,198.3,2024-11-19 02:14,2024-11-19 17:38,0.0,En transit,12640.44,2043.98,Sulfate d'ammonium,0
LIV-0417,CMD-0217,Safi,Laayoune,T003,Atlas Trucks,Route,561,472.4,2024-01-25 04:48,2024-01-25 16:42,22.6,Livré,25441.57,3105.26,Sulfate d'ammonium,0
LIV-0418,CMD-0081,Jorf Lasfar,Laayoune,T006,Marsa Maroc,Maritime,820,396.1,2024-06-15 21:26,2024-06-16 11:50,0.0,Planifié,2273.61,4785.13,MAP,0
LIV-0419,CMD-0538,Youssoufia,Casablanca Port,T005,OCP Maritime,Maritime,668,322.6,2025-02-22 15:04,2025-02-23 00:16,0.0,Livré,1723.97,3207.55,NPS,1
LIV-0420,CMD-0119,Benguerir,Safi,T002,ONCF Fret,Rail,95,296.1,2024-09-12 07:07,2024-09-12 09:01,0.0,En transit,618.85,454.56,Phosphate brut,0
LIV-0421,CMD-0584,Safi,Laayoune,T004,Sahara Trans,Route,450,58.3,2024-02-29 09:00,2024-02-29 14:30,0.0,Livré,2728.44,357.72,TSP,1
LIV-0422,CMD-0152,Jorf Lasfar,Youssoufia,T004,Sahara Trans,Route,90,300.7,2024-07-21 03:57,2024-07-21 05:09,0.0,Livré,2814.55,286.72,NPS,1
LIV-0423,CMD-0442,Casablanca Port,Youssoufia,T002,ONCF Fret,Rail,544,27.4,2024-07-23 13:41,2024-07-23 20:59,0.0,Planifié,327.92,156.06,DAP,0
LIV-0424,CMD-0122,Casablanca Port,Youssoufia,T001,OCP Rail,Rail,215,267.2,2024-10-28 10:58,2024-10-28 13:40,0.0,En transit,1436.2,770.44,Sulfate d'ammonium,0
LIV-0425,CMD-0447,Laayoune,Benguerir,T005,OCP Maritime,Maritime,703,316.0,2024-02-05 03:17,2024-02-05 19:29,23.0,En transit,1777.18,3722.7,Acide phosphorique,0
LIV-0426,CMD-0389,Laayoune,Safi,T006,Marsa Maroc,Maritime,217,372.1,2025-01-30 15:25,2025-01-30 20:25,0.0,En transit,565.22,1195.9,Sulfate d'ammonium,0
LIV-0427,CMD-0521,Safi,Youssoufia,T005,OCP Maritime,Maritime,60,302.3,2024-03-16 06:19,2024-03-16 07:31,0.0,Livré,145.1,297.51,Urée,1
LIV-0428,CMD-0589,Benguerir,Safi,T004,Sahara Trans,Route,95,383.5,2024-02-02 13:42,2024-02-02 14:54,0.0,Livré,3788.98,599.87,Sulfate d'ammonium,1
LIV-0429,CMD-0109,Khouribga,Safi,T003,Atlas Trucks,Route,155,76.9,2024-12-06 22:00,2024-12-07 01:06,0.0,En transit,1144.27,137.93,Phosphate brut,0
LIV-0430,CMD-0007,Casablanca Port,Benguerir,T002,ONCF Fret,Rail,178,119.3,2024-05-11 03:38,2024-05-11 07:56,0.0,Planifié,467.18,332.11,NPS,0
LIV-0431,CMD-0123,Laayoune,Khouribga,T003,Atlas Trucks,Route,288,155.3,2024-11-27 06:35,2024-11-27 10:29,0.0,Livré,4293.73,734.62,NPS,1
LIV-0432,CMD-0161,Safi,Jorf Lasfar,T003,Atlas Trucks,Route,75,435.0,2024-03-31 11:01,2024-03-31 11:55,0.0,Livré,3132.0,546.47,Sulfate d'ammonium,1
LIV-0433,CMD-0195,Benguerir,Jorf Lasfar,T006,Marsa Maroc,Maritime,110,266.2,2024-09-01 12:28,2024-09-01 13:52,0.6,Livré,204.97,444.93,DAP,0
