commande_id,date_commande,produit,categorie,quantite_t,prix_unitaire_usd,montant_total_usd,client_id,client_nom,pays_client,priorite_client,site_origine,date_livraison_prevue,statut,retard_jours,fournisseur_id
CMD-0323,2024-08-29 07:49,Urée,Engrais,4336.9,396.63,1720146.69,C002,AgriMaroc Sud,Maroc,A,Safi,2024-09-05,En cours,0,F001
CMD-0324,2024-07-07 10:05,Sulfate d'ammonium,Engrais,2840.8,203.41,577850.97,C004,Bunge Brasil,Brésil,B,Benguerir,2024-07-20,En cours,0,F004
CMD-0325,2024-06-29 23:23,Phosphate brut,Minerai,81.6,118.27,9651.05,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-07-12,En cours,0,F001
CMD-0326,2024-08-26 20:24,Sulfate d'ammonium,Engrais,3303.7,221.73,732518.17,C001,OCP Export EU,France,A,Laayoune,2024-08-31,Livrée,0,F002
CMD-0327,2024-08-05 08:19,Urée,Engrais,4864.2,358.26,1742630.33,C008,Pakistan Fertilizer,Pakistan,C,Khouribga,2024-08-07,Retardée,0,F005
CMD-0328,2024-03-15 05:41,Urée,Engrais,4874.0,354.76,1729110.31,C006,Yara West Africa,Sénégal,B,Safi,2024-03-26,En cours,0,F004
CMD-0329,2024-08-14 13:14,MAP,Engrais,3329.1,555.14,1848112.79,C001,OCP Export EU,France,A,Safi,2024-08-25,Retardée,3,F004
CMD-0330,2024-06-06 10:50,Sulfate d'ammonium,Engrais,1396.2,195.71,273249.6,C006,Yara West Africa,Sénégal,B,Safi,2024-06-18,Livrée,0,F001
CMD-0331,2024-10-05 06:57,TSP,Engrais,1604.5,450.87,723425.06,C008,Pakistan Fertilizer,Pakistan,C,Safi,2024-10-21,Livrée,0,F004
CMD-0332,2024-02-01 07:48,Acide phosphorique,Chimique,830.2,875.3,726676.93,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-02-13,Livrée,0,F002
CMD-0333,2024-05-15 01:07,Sulfate d'ammonium,Engrais,292.3,203.24,59407.36,C007,OCP Kenya,Kenya,A,Jorf Lasfar,2024-05-22,En attente,0,F005
CMD-0334,2024-04-04 08:03,Phosphate brut,Minerai,554.4,125.64,69655.45,C002,AgriMaroc Sud,Maroc,A,Safi,2024-04-04,En attente,0,F002
CMD-0335,2024-03-06 06:36,TSP,Engrais,2032.9,494.31,1004876.11,C004,Bunge Brasil,Brésil,B,Laayoune,2024-03-25,Livrée,0,F001
CMD-0336,2024-04-10 00:50,DAP,Engrais,4517.4,614.39,2775438.1,C002,AgriMaroc Sud,Maroc,A,Youssoufia,2024-04-18,Livrée,0,F004
CMD-0337,2025-01-20 08:27,DAP,Engrais,2194.1,642.26,1409190.43,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2025-01-28,En cours,0,F002
CMD-0338,2024-04-25 10:41,Sulfate d'ammonium,Engrais,1411.2,208.19,293792.06,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-05-05,En cours,0,F002
CMD-0339,2024-03-09 03:14,Acide phosphorique,Chimique,4419.8,847.15,3744225.64,C008,Pakistan Fertilizer,Pakistan,C,Safi,2024-03-23,Livrée,0,F002
CMD-0340,2025-02-26 22:32,Phosphate brut,Minerai,3920.5,117.29,459854.86,C001,OCP Export EU,France,A,Safi,2025-03-17,Livrée,0,F005
CMD-0341,2024-06-19 02:49,Sulfate d'ammonium,Engrais,940.1,203.91,191699.82,C007,OCP Kenya,Kenya,A,Benguerir,2024-06-24,Livrée,0,F004
CMD-0342,2024-07-26 00:25,Sulfate d'ammonium,Engrais,545.7,215.27,117473.19,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-08-04,En attente,0,F002
CMD-0343,2024-07-02 17:37,Urée,Engrais,4958.1,360.16,1785717.68,C006,Yara West Africa,Sénégal,B,Laayoune,2024-07-17,En attente,0,F003
CMD-0344,2024-05-26 04:55,DAP,Engrais,2839.9,626.26,1778516.92,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2024-06-17,Livrée,0,F002
CMD-0345,2024-01-16 11:29,NPS,Engrais,328.0,518.3,170000.98,C001,OCP Export EU,France,A,Khouribga,2024-02-02,Livrée,0,F005
CMD-0346,2024-09-08 08:07,Phosphate brut,Minerai,3598.8,128.04,460792.48,C003,Fertil India Ltd,Inde,B,Benguerir,2024-09-08,Livrée,0,F002
CMD-0347,2024-11-03 06:26,MAP,Engrais,1899.3,631.72,1199821.15,C006,Yara West Africa,Sénégal,B,Khouribga,2024-11-15,Livrée,0,F003
CMD-0348,2025-01-13 10:03,TSP,Engrais,4746.0,502.41,2384454.5,C003,Fertil India Ltd,Inde,B,Casablanca Port,2025-01-29,Livrée,0,F005
CMD-0349,2024-08-26 07:35,Sulfate d'ammonium,Engrais,2965.3,199.09,590366.96,C004,Bunge Brasil,Brésil,B,Casablanca Port,2024-09-11,Livrée,0,F001
CMD-0350,2024-06-20 13:47,Urée,Engrais,3031.8,405.6,1229695.42,C001,OCP Export EU,France,A,Youssoufia,2024-07-10,Livrée,0,F004
CMD-0351,2024-09-05 04:15,TSP,Engrais,435.1,468.24,203729.06,C006,Yara West Africa,Sénégal,B,Casablanca Port,2024-09-18,Retardée,8,F001
CMD-0352,2024-02-22 15:47,Sulfate d'ammonium,Engrais,1362.8,201.58,274719.46,C008,Pakistan Fertilizer,Pakistan,C,Khouribga,2024-03-03,En attente,0,F001
CMD-0353,2024-11-17 13:52,DAP,Engrais,3676.3,666.53,2450382.26,C007,OCP Kenya,Kenya,A,Safi,2024-12-02,Livrée,0,F004
CMD-0354,2024-06-24 05:10,MAP,Engrais,4327.1,604.25,2614656.78,C008,Pakistan Fertilizer,Pakistan,C,Laayoune,2024-07-05,Livrée,0,F001
CMD-0355,2024-09-22 11:46,Acide phosphorique,Chimique,1342.6,796.24,1069035.32,C001,OCP Export EU,France,A,Benguerir,2024-10-04,Livrée,0,F001
CMD-0356,2024-01-25 01:45,MAP,Engrais,4927.1,627.12,3089885.67,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2024-02-12,Livrée,0,F004
CMD-0357,2024-11-13 21:31,TSP,Engrais,1688.9,516.43,872205.04,C001,OCP Export EU,France,A,Khouribga,2024-12-03,En cours,0,F005
CMD-0358,2025-03-20 02:33,Acide phosphorique,Chimique,1225.9,788.75,966929.14,C005,Amajour Agri,Maroc,A,Benguerir,2025-04-08,Livrée,0,F003
CMD-0359,2025-01-08 01:58,DAP,Engrais,1508.0,636.07,959197.19,C007,OCP Kenya,Kenya,A,Khouribga,2025-01-14,Livrée,0,F002
CMD-0360,2024-11-04 17:19,Acide phosphorique,Chimique,4226.7,823.94,3482530.56,C002,AgriMaroc Sud,Maroc,A,Safi,2024-11-22,Retardée,5,F003
CMD-0361,2024-05-24 22:09,MAP,Engrais,1886.6,578.81,1091979.98,C007,OCP Kenya,Kenya,A,Youssoufia,2024-06-02,Livrée,0,F004
CMD-0362,2024-03-16 02:40,Acide phosphorique,Chimique,1379.4,790.38,1090254.25,C004,Bunge Brasil,Brésil,B,Laayoune,2024-03-31,Livrée,0,F005
CMD-0363,2025-02-09 21:38,Urée,Engrais,351.9,373.14,131306.58,C004,Bunge Brasil,Brésil,B,Jorf Lasfar,2025-02-24,En cours,0,F004
CMD-0364,2024-01-27 23:23,Phosphate brut,Minerai,440.8,127.73,56304.85,C008,Pakistan Fertilizer,Pakistan,C,Benguerir,2024-02-13,Retardée,7,F005
CMD-0365,2024-05-09 20:10,TSP,Engrais,2272.7,514.49,1169276.7,C002,AgriMaroc Sud,Maroc,A,Laayoune,2024-05-16,Livrée,0,F004
CMD-0366,2024-07-19 07:21,MAP,Engrais,4986.5,602.01,3001923.64,C007,OCP Kenya,Kenya,A,Youssoufia,2024-07-27,Livrée,0,F005
CMD-0367,2024-01-10 14:28,Urée,Engrais,1417.2,377.46,534930.58,C006,Yara West Africa,Sénégal,B,Laayoune,2024-02-01,En cours,0,F004
CMD-0368,2024-03-18 19:56,MAP,Engrais,783.6,598.3,468828.65,C007,OCP Kenya,Kenya,A,Youssoufia,2024-04-04,En cours,0,F001
CMD-0369,2025-03-20 07:17,Acide phosphorique,Chimique,1357.5,871.05,1182451.9,C006,Yara West Africa,Sénégal,B,Safi,2025-04-09,Livrée,0,F003
CMD-0370,2024-01-31 02:57,Urée,Engrais,3062.8,391.77,1199927.26,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2024-02-12,En cours,0,F001
CMD-0371,2024-08-23 09:21,NPS,Engrais,150.2,535.9,80491.98,C005,Amajour Agri,Maroc,A,Benguerir,2024-09-02,En attente,0,F001
CMD-0372,2024-09-06 05:25,Phosphate brut,Minerai,4872.4,118.91,579365.99,C003,Fertil India Ltd,Inde,B,Benguerir,2024-09-16,En cours,0,F001
CMD-0373,2025-01-11 06:59,Phosphate brut,Minerai,4571.5,118.22,540432.08,C008,Pakistan Fertilizer,Pakistan,C,Youssoufia,2025-01-31,En attente,0,F001
CMD-0374,2025-02-11 05:24,TSP,Engrais,3562.4,472.58,1683518.92,C002,AgriMaroc Sud,Maroc,A,Benguerir,2025-03-07,Livrée,0,F002
CMD-0375,2024-10-06 21:52,Phosphate brut,Minerai,213.7,111.37,23799.93,C001,OCP Export EU,France,A,Youssoufia,2024-10-20,Livrée,0,F004
CMD-0376,2024-12-12 11:58,Urée,Engrais,201.3,372.25,74933.12,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-12-22,En cours,0,F003
CMD-0377,2024-03-11 05:01,Sulfate d'ammonium,Engrais,4477.7,218.37,977773.38,C003,Fertil India Ltd,Inde,B,Laayoune,2024-03-16,Livrée,0,F002
CMD-0378,2024-11-14 01:46,Phosphate brut,Minerai,1164.3,114.37,133160.1,C004,Bunge Brasil,Brésil,B,Casablanca Port,2024-11-22,En attente,0,F001
CMD-0379,2024-06-22 19:22,NPS,Engrais,907.3,534.55,484997.73,C003,Fertil India Ltd,Inde,B,Casablanca Port,2024-07-07,En attente,0,F003
CMD-0380,2024-06-18 11:42,Acide phosphorique,Chimique,4265.4,844.42,3601804.98,C007,OCP Kenya,Kenya,A,Safi,2024-07-03,En cours,0,F005
CMD-0381,2024-10-17 16:08,Urée,Engrais,2582.0,389.87,1006647.47,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-11-05,En cours,0,F003
CMD-0382,2024-09-09 12:59,Acide phosphorique,Chimique,366.0,916.42,335408.66,C002,AgriMaroc Sud,Maroc,A,Safi,2024-09-30,Livrée,0,F003
CMD-0383,2024-11-09 20:56,Phosphate brut,Minerai,3839.1,127.67,490153.22,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2024-11-24,En cours,0,F001
CMD-0384,2024-01-28 10:23,NPS,Engrais,4539.2,502.22,2279655.55,C005,Amajour Agri,Maroc,A,Benguerir,2024-02-17,En attente,0,F003
CMD-0385,2024-05-12 00:46,Phosphate brut,Minerai,1824.6,116.16,211952.36,C008,Pakistan Fertilizer,Pakistan,C,Casablanca Port,2024-06-04,Retardée,8,F002
CMD-0386,2025-03-10 05:06,Acide phosphorique,Chimique,683.3,817.18,558376.81,C002,AgriMaroc Sud,Maroc,A,Safi,2025-03-28,Retardée,0,F003
CMD-0387,2024-11-22 14:10,MAP,Engrais,1155.5,625.06,722260.53,C004,Bunge Brasil,Brésil,B,Benguerir,2024-12-11,Livrée,0,F005
CMD-0388,2025-03-29 06:37,Acide phosphorique,Chimique,633.0,789.3,499626.94,C008,Pakistan Fertilizer,Pakistan,C,Laayoune,2025-04-20,Livrée,0,F002
CMD-0389,2024-04-27 02:42,MAP,Engrais,1526.9,547.9,836593.78,C007,OCP Kenya,Kenya,A,Jorf Lasfar,2024-05-04,Livrée,0,F005
CMD-0390,2024-03-03 18:26,NPS,Engrais,4318.9,483.92,2089989.62,C003,Fertil India Ltd,Inde,B,Benguerir,2024-03-17,En cours,0,F002
CMD-0391,2024-05-10 23:02,Sulfate d'ammonium,Engrais,2287.7,200.24,458078.18,C001,OCP Export EU,France,A,Khouribga,2024-05-22,Livrée,0,F001
CMD-0392,2025-01-05 19:23,TSP,Engrais,2175.6,474.55,1032429.14,C007,OCP Kenya,Kenya,A,Casablanca Port,2025-01-12,Livrée,0,F002
CMD-0393,2024-01-14 21:58,Sulfate d'ammonium,Engrais,3796.4,211.04,801202.64,C001,OCP Export EU,France,A,Benguerir,2024-01-25,En cours,0,F002
CMD-0394,2024-08-25 18:23,Phosphate brut,Minerai,688.2,117.76,81045.3,C006,Yara West Africa,Sénégal,B,Benguerir,2024-08-28,En attente,0,F003
CMD-0395,2024-12-02 20:06,Acide phosphorique,Chimique,2625.4,853.28,2240201.31,C008,Pakistan Fertilizer,Pakistan,C,Casablanca Port,2024-12-30,Annulée,0,F003
CMD-0396,2024-11-09 07:45,NPS,Engrais,982.7,546.56,537108.13,C006,Yara West Africa,Sénégal,B,Laayoune,2024-11-14,Livrée,0,F002
CMD-0397,2024-01-30 00:30,Phosphate brut,Minerai,2547.9,112.76,287313.2,C001,OCP Export EU,France,A,Jorf Lasfar,2024-02-15,Livrée,0,F005
CMD-0398,2024-02-07 11:09,DAP,Engrais,585.2,653.34,382336.39,C001,OCP Export EU,France,A,Casablanca Port,2024-02-21,Livrée,0,F004
CMD-0399,2024-01-08 05:26,MAP,Engrais,3524.2,562.2,1981300.73,C005,Amajour Agri,Maroc,A,Safi,2024-01-20,En cours,0,F005
CMD-0400,2024-04-01 10:43,Acide phosphorique,Chimique,4161.7,796.27,3313829.93,C003,Fertil India Ltd,Inde,B,Safi,2024-04-10,En attente,0,F004
CMD-0401,2024-06-05 15:27,Phosphate brut,Minerai,1351.8,120.44,162816.75,C004,Bunge Brasil,Brésil,B,Laayoune,2024-06-16,Livrée,0,F001
CMD-0402,2024-01-03 03:02,NPS,Engrais,4669.0,496.18,2316651.6,C004,Bunge Brasil,Brésil,B,Casablanca Port,2024-01-15,Livrée,0,F001
CMD-0403,2024-03-19 16:11,NPS,Engrais,3908.7,475.32,1857898.66,C003,Fertil India Ltd,Inde,B,Khouribga,2024-04-08,En cours,0,F004
CMD-0404,2024-01-31 15:17,Acide phosphorique,Chimique,297.9,892.59,265903.24,C005,Amajour Agri,Maroc,A,Safi,2024-02-21,Livrée,0,F003
CMD-0405,2024-01-08 12:18,Urée,Engrais,4263.7,403.73,1721382.55,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-01-24,En cours,0,F002
CMD-0406,2024-03-13 04:44,Sulfate d'ammonium,Engrais,4777.7,202.22,966123.54,C006,Yara West Africa,Sénégal,B,Safi,2024-03-24,Livrée,0,F004
CMD-0407,2025-01-06 11:07,Urée,Engrais,4186.8,391.55,1639325.08,C008,Pakistan Fertilizer,Pakistan,C,Benguerir,2025-01-25,En cours,0,F002
CMD-0408,2024-05-03 19:20,MAP,Engrais,3645.7,635.46,2316696.99,C003,Fertil India Ltd,Inde,B,Casablanca Port,2024-05-12,Retardée,4,F004
CMD-0409,2024-01-23 09:10,NPS,Engrais,1929.8,498.46,961931.33,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2024-02-17,Retardée,8,F002
CMD-0410,2024-02-19 04:40,NPS,Engrais,4443.6,505.16,2244729.56,C008,Pakistan Fertilizer,Pakistan,C,Khouribga,2024-03-06,Livrée,0,F005
CMD-0411,2024-03-14 23:26,Phosphate brut,Minerai,2639.4,123.85,326892.7,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2024-03-30,En cours,0,F004
CMD-0412,2024-02-12 09:11,Sulfate d'ammonium,Engrais,4203.2,211.96,890911.81,C007,OCP Kenya,Kenya,A,Youssoufia,2024-02-23,Retardée,8,F005
CMD-0413,2024-09-06 01:02,NPS,Engrais,868.7,530.52,460859.85,C008,Pakistan Fertilizer,Pakistan,C,Laayoune,2024-09-16,Annulée,0,F001
CMD-0414,2024-12-11 00:16,Phosphate brut,Minerai,4094.7,111.91,458252.4,C007,OCP Kenya,Kenya,A,Safi,2025-01-01,Livrée,0,F004
CMD-0415,2024-01-14 19:14,NPS,Engrais,4904.3,530.01,2599335.4,C006,Yara West Africa,Sénégal,B,Khouribga,2024-01-23,Livrée,0,F005
CMD-0416,2024-08-24 14:07,DAP,Engrais,3040.8,631.81,1921211.99,C002,AgriMaroc Sud,Maroc,A,Laayoune,2024-09-17,En cours,0,F004
CMD-0417,2024-12-18 23:44,Sulfate d'ammonium,Engrais,318.7,200.69,63959.92,C006,Yara West Africa,Sénégal,B,Laayoune,2025-01-01,En attente,0,F005
CMD-0418,2024-06-21 05:39,NPS,Engrais,2290.0,477.15,1092675.47,C006,Yara West Africa,Sénégal,B,Casablanca Port,2024-06-28,Livrée,0,F003
CMD-0419,2024-11-13 20:14,Sulfate d'ammonium,Engrais,4489.5,209.75,941651.9,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-11-19,En cours,0,F002
CMD-0420,2024-09-19 11:32,MAP,Engrais,2312.4,616.57,1425747.42,C007,OCP Kenya,Kenya,A,Youssoufia,2024-09-28,Livrée,0,F005
CMD-0421,2024-04-14 13:47,MAP,Engrais,3309.4,633.06,2095063.21,C008,Pakistan Fertilizer,Pakistan,C,Safi,2024-04-23,Livrée,0,F001
CMD-0422,2025-03-25 09:02,Urée,Engrais,3916.4,404.94,1585903.23,C008,Pakistan Fertilizer,Pakistan,C,Jorf Lasfar,2025-03-30,Livrée,0,F005
CMD-0423,2024-07-11 19:30,Sulfate d'ammonium,Engrais,4898.5,223.97,1097139.5,C007,OCP Kenya,Kenya,A,Safi,2024-07-22,Retardée,4,F003
CMD-0424,2025-02-01 21:51,NPS,Engrais,2093.1,526.32,1101642.83,C003,Fertil India Ltd,Inde,B,Youssoufia,2025-02-15,En attente,0,F005
CMD-0425,2024-09-25 04:44,Phosphate brut,Minerai,3139.6,115.98,364128.06,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-10-19,Livrée,0,F002
CMD-0426,2025-03-19 05:28,Sulfate d'ammonium,Engrais,1793.6,209.34,375472.99,C002,AgriMaroc Sud,Maroc,A,Laayoune,2025-04-05,En cours,0,F005
CMD-0427,2024-10-22 19:56,Acide phosphorique,Chimique,113.2,796.48,90161.53,C007,OCP Kenya,Kenya,A,Laayoune,2024-10-28,En cours,0,F002
CMD-0428,2024-02-18 04:22,Acide phosphorique,Chimique,3432.8,801.91,2752811.28,C003,Fertil India Ltd,Inde,B,Benguerir,2024-03-08,Livrée,0,F005
CMD-0429,2025-03-12 10:17,DAP,Engrais,2290.3,631.52,1446365.67,C006,Yara West Africa,Sénégal,B,Laayoune,2025-03-30,En cours,0,F005
CMD-0430,2024-08-11 09:58,Urée,Engrais,3932.3,398.17,1565717.45,C004,Bunge Brasil,Brésil,B,Jorf Lasfar,2024-09-02,Livrée,0,F004
CMD-0431,2025-03-04 20:20,Urée,Engrais,4880.3,368.61,1798924.27,C007,OCP Kenya,Kenya,A,Laayoune,2025-03-05,En cours,0,F002
CMD-0432,2025-02-28 13:38,NPS,Engrais,3537.9,522.05,1846949.38,C004,Bunge Brasil,Brésil,B,Casablanca Port,2025-03-22,Livrée,0,F002
CMD-0433,2024-05-14 23:46,Acide phosphorique,Chimique,4918.1,792.13,3895763.65,C008,Pakistan Fertilizer,Pakistan,C,Youssoufia,2024-06-06,Livrée,0,F001
CMD-0434,2024-07-17 01:50,Urée,Engrais,1358.0,359.38,488044.12,C005,Amajour Agri,Maroc,A,Jorf Lasfar,2024-07-23,Livrée,0,F002
CMD-0435,2024-08-21 21:55,DAP,Engrais,3004.6,647.15,1944418.38,C003,Fertil India Ltd,Inde,B,Benguerir,2024-09-08,En cours,0,F001
CMD-0436,2024-05-03 18:52,Sulfate d'ammonium,Engrais,2627.0,219.62,576937.21,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-05-18,Livrée,0,F001
CMD-0437,2024-08-16 00:37,Sulfate d'ammonium,Engrais,3333.5,204.32,681113.51,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-08-29,Livrée,0,F005
CMD-0438,2024-07-08 09:16,DAP,Engrais,1762.7,594.24,1047471.27,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-07-20,Retardée,8,F004
CMD-0439,2025-02-05 11:06,MAP,Engrais,2724.2,569.5,1551429.33,C007,OCP Kenya,Kenya,A,Benguerir,2025-02-25,Livrée,0,F005
CMD-0440,2024-09-05 19:03,NPS,Engrais,1517.3,522.36,792583.96,C008,Pakistan Fertilizer,Pakistan,C,Khouribga,2024-09-16,Retardée,0,F002
CMD-0441,2024-11-25 11:50,DAP,Engrais,3368.2,647.14,2179694.8,C002,AgriMaroc Sud,Maroc,A,Youssoufia,2024-12-11,Livrée,0,F004
CMD-0442,2024-03-08 23:30,MAP,Engrais,2323.2,574.11,1333781.49,C003,Fertil India Ltd,Inde,B,Khouribga,2024-03-11,Livrée,0,F003
CMD-0443,2024-11-10 03:27,MAP,Engrais,2067.8,585.39,1210461.71,C004,Bunge Brasil,Brésil,B,Benguerir,2024-11-23,Livrée,0,F001
CMD-0444,2024-02-26 09:09,DAP,Engrais,3742.5,574.92,2151620.41,C002,AgriMaroc Sud,Maroc,A,Laayoune,2024-03-12,Livrée,0,F003
CMD-0445,2024-01-24 22:30,MAP,Engrais,4637.1,578.81,2683978.71,C005,Amajour Agri,Maroc,A,Laayoune,2024-02-04,Livrée,0,F002
CMD-0446,2024-10-16 19:39,Urée,Engrais,763.2,390.78,298242.67,C005,Amajour Agri,Maroc,A,Casablanca Port,2024-10-25,Retardée,6,F002
CMD-0447,2025-03-01 06:36,MAP,Engrais,2885.0,580.0,1673303.79,C001,OCP Export EU,France,A,Khouribga,2025-03-08,Livrée,0,F003
CMD-0448,2024-05-22 21:52,Phosphate brut,Minerai,4264.7,113.14,482487.42,C007,OCP Kenya,Kenya,A,Casablanca Port,2024-06-03,En attente,0,F002
CMD-0449,2025-03-02 07:19,MAP,Engrais,4008.3,623.25,2498183.02,C003,Fertil India Ltd,Inde,B,Casablanca Port,2025-03-21,Livrée,0,F003
CMD-0450,2024-09-13 23:30,MAP,Engrais,1027.2,597.61,613863.17,C005,Amajour Agri,Maroc,A,Khouribga,2024-09-22,En cours,0,F002
CMD-0451,2025-01-12 09:06,MAP,Engrais,395.6,561.07,221957.81,C005,Amajour Agri,Maroc,A,Jorf Lasfar,2025-01-26,En cours,0,F003
CMD-0452,2024-01-04 18:04,TSP,Engrais,1615.8,474.49,766687.42,C006,Yara West Africa,Sénégal,B,Laayoune,2024-01-13,En attente,0,F004
CMD-0453,2025-01-07 18:59,Acide phosphorique,Chimique,3413.9,827.09,2823611.29,C006,Yara West Africa,Sénégal,B,Youssoufia,2025-01-25,Livrée,0,F003
CMD-0454,2024-08-05 23:03,NPS,Engrais,3245.5,475.89,1544497.92,C002,AgriMaroc Sud,Maroc,A,Youssoufia,2024-08-22,Retardée,0,F002
CMD-0455,2025-01-28 22:29,Acide phosphorique,Chimique,423.2,784.53,332014.67,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2025-02-11,En attente,0,F005
CMD-0456,2025-02-23 04:18,Urée,Engrais,2780.4,382.64,1063900.42,C004,Bunge Brasil,Brésil,B,Khouribga,2025-03-13,En attente,0,F003
CMD-0457,2024-04-13 23:43,Urée,Engrais,2968.5,401.72,1192492.7,C004,Bunge Brasil,Brésil,B,Laayoune,2024-04-29,Livrée,0,F004
CMD-0458,2024-05-08 19:32,Sulfate d'ammonium,Engrais,1232.5,225.59,278040.18,C001,OCP Export EU,France,A,Casablanca Port,2024-05-29,Livrée,0,F002
CMD-0459,2024-02-01 09:28,TSP,Engrais,3673.4,513.73,1887130.86,C003,Fertil India Ltd,Inde,B,Casablanca Port,2024-02-12,Livrée,0,F003
CMD-0460,2024-10-07 14:12,Sulfate d'ammonium,Engrais,3359.5,210.6,707513.87,C004,Bunge Brasil,Brésil,B,Khouribga,2024-10-21,Retardée,5,F001
CMD-0461,2024-07-31 10:19,DAP,Engrais,3533.5,622.12,2198261.7,C006,Yara West Africa,Sénégal,B,Khouribga,2024-08-19,En cours,0,F005
CMD-0462,2024-03-01 10:59,TSP,Engrais,1923.7,486.73,936329.68,C007,OCP Kenya,Kenya,A,Casablanca Port,2024-03-14,Livrée,0,F002
CMD-0463,2025-01-09 11:11,Urée,Engrais,4345.2,379.2,1647704.98,C006,Yara West Africa,Sénégal,B,Laayoune,2025-02-02,Livrée,0,F002
CMD-0464,2024-06-13 06:57,NPS,Engrais,431.6,521.71,225169.05,C003,Fertil India Ltd,Inde,B,Youssoufia,2024-06-19,Livrée,0,F005
CMD-0465,2025-01-09 00:07,MAP,Engrais,4065.3,610.79,2483053.26,C004,Bunge Brasil,Brésil,B,Safi,2025-01-28,Livrée,0,F005
CMD-0466,2024-05-05 03:39,TSP,Engrais,1256.2,451.42,567075.78,C007,OCP Kenya,Kenya,A,Khouribga,2024-05-18,Livrée,0,F005
CMD-0467,2024-11-10 22:15,TSP,Engrais,1328.4,455.43,604989.07,C001,OCP Export EU,France,A,Youssoufia,2024-11-29,En cours,0,F003
CMD-0468,2025-01-09 02:56,MAP,Engrais,3052.3,587.3,1792620.16,C004,Bunge Brasil,Brésil,B,Safi,2025-01-16,En attente,0,F005
CMD-0469,2024-09-23 03:51,TSP,Engrais,3315.3,461.92,1531387.43,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2024-10-15,En cours,0,F001
CMD-0470,2025-02-10 00:02,Phosphate brut,Minerai,704.5,110.72,78000.83,C007,OCP Kenya,Kenya,A,Safi,2025-03-03,En cours,0,F002
CMD-0471,2025-02-16 18:34,MAP,Engrais,4513.0,599.42,2705193.39,C003,Fertil India Ltd,Inde,B,Safi,2025-02-27,Livrée,0,F002
CMD-0472,2025-02-15 12:29,DAP,Engrais,2132.4,657.18,1401376.11,C007,OCP Kenya,Kenya,A,Jorf Lasfar,2025-02-26,Retardée,1,F004
CMD-0473,2025-03-23 11:40,Urée,Engrais,4032.9,404.8,1632509.13,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2025-03-31,Livrée,0,F004
CMD-0474,2024-07-19 05:49,Phosphate brut,Minerai,3011.5,120.84,363908.56,C002,AgriMaroc Sud,Maroc,A,Benguerir,2024-07-22,En cours,0,F001
CMD-0475,2024-09-02 08:50,MAP,Engrais,3290.0,607.73,1999415.84,C001,OCP Export EU,France,A,Safi,2024-09-15,Livrée,0,F004
CMD-0476,2024-08-02 00:49,Acide phosphorique,Chimique,2703.7,858.8,2321924.45,C005,Amajour Agri,Maroc,A,Laayoune,2024-08-22,En attente,0,F004
CMD-0477,2024-08-26 04:25,NPS,Engrais,2817.5,508.67,1433191.33,C003,Fertil India Ltd,Inde,B,Benguerir,2024-09-11,En attente,0,F004
CMD-0478,2024-05-05 16:04,TSP,Engrais,1187.4,501.74,595769.39,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-05-10,Livrée,0,F003
CMD-0479,2024-03-11 18:00,DAP,Engrais,4824.6,570.92,2754483.94,C003,Fertil India Ltd,Inde,B,Safi,2024-03-28,Livrée,0,F005
CMD-0480,2024-01-30 07:48,Urée,Engrais,1352.3,372.15,503254.08,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-02-17,Retardée,4,F004
CMD-0481,2024-12-06 23:01,Acide phosphorique,Chimique,4110.1,869.08,3572004.14,C001,OCP Export EU,France,A,Laayoune,2024-12-13,En attente,0,F005
CMD-0482,2024-06-28 22:39,Acide phosphorique,Chimique,3930.6,851.43,3346648.48,C004,Bunge Brasil,Brésil,B,Khouribga,2024-07-13,En cours,0,F003
CMD-0483,2024-11-06 05:59,Phosphate brut,Minerai,479.9,115.7,55523.46,C001,OCP Export EU,France,A,Youssoufia,2024-11-21,Livrée,0,F005
CMD-0484,2025-03-02 21:08,Phosphate brut,Minerai,3532.9,128.05,452381.51,C001,OCP Export EU,France,A,Casablanca Port,2025-03-14,Retardée,6,F003
