sim_id,evenement_id,anomalie_id,date_simulation,site,scenario,delta_delai_h,delta_cout_pct,delta_co2_pct,score_perf,score_co2,score_global,selectionne,alpha,beta,gamma
SIM-0101-S2,101,ANO-0005,2024-05-28 08:37,Khouribga,S2 — Fournisseur alternatif,0.55,11.1,-9.9,0.908,0.0993,0.623,False,0.4,0.35,0.25
SIM-0101-S3,101,ANO-0005,2024-05-28 08:37,Khouribga,S3 — Redistribution stock,-0.1,-15.8,-34.6,1.0163,0.3464,0.8246,True,0.4,0.35,0.25
SIM-0102-S1,102,ANO-0179,2024-11-09 00:28,Khouribga,S1 — Attendre,4.39,-1.6,17.5,0.2683,-0.175,0.3001,False,0.4,0.35,0.25
SIM-0102-S2,102,ANO-0179,2024-11-09 00:28,Khouribga,S2 — Fournisseur alternatif,-0.39,19.3,3.4,1.0654,-0.0339,0.6239,False,0.4,0.35,0.25
SIM-0102-S3,102,ANO-0179,2024-11-09 00:28,Khouribga,S3 — Redistribution stock,-0.73,-14.1,-29.8,1.1216,0.2981,0.8439,True,0.4,0.35,0.25
SIM-0103-S1,103,ANO-0082,2024-01-25 11:32,Safi,S1 — Attendre,3.41,-2.4,19.5,0.4323,-0.1947,0.361,False,0.4,0.35,0.25
SIM-0103-S2,103,ANO-0082,2024-01-25 11:32,Safi,S2 — Fournisseur alternatif,0.6,21.3,0.4,0.9007,-0.004,0.565,False,0.4,0.35,0.25
SIM-0103-S3,103,ANO-0082,2024-01-25 11:32,Safi,S3 — Redistribution stock,-1.15,-14.1,-26.8,1.1924,0.2679,0.8619,True,0.4,0.35,0.25
SIM-0104-S1,104,ANO-0098,2025-01-15 20:00,Khouribga,S1 — Attendre,2.15,-0.1,28.1,0.6409,-0.2812,0.4083,False,0.4,0.35,0.25
SIM-0104-S2,104,ANO-0098,2025-01-15 20:00,Khouribga,S2 — Fournisseur alternatif,-0.05,18.2,-13.3,1.0084,0.1334,0.6616,False,0.4,0.35,0.25
SIM-0104-S3,104,ANO-0098,2025-01-15 20:00,Khouribga,S3 — Redistribution stock,-0.55,-12.8,-26.2,1.0919,0.2617,0.8152,True,0.4,0.35,0.25
SIM-0105-S1,105,ANO-0192,2024-12-19 03:57,Safi,S1 — Attendre,3.35,1.0,19.4,0.4417,-0.1939,0.3563,False,0.4,0.35,0.25
SIM-0105-S2,105,ANO-0192,2024-12-19 03:57,Safi,S2 — Fournisseur alternatif,-0.35,18.3,-0.9,1.059,0.0092,0.6382,False,0.4,0.35,0.25
SIM-0105-S3,105,ANO-0192,2024-12-19 03:57,Safi,S3 — Redistribution stock,-1.1,-13.9,-38.6,1.1829,0.3858,0.8984,True,0.4,0.35,0.25
SIM-0106-S1,106,ANO-0173,2024-04-09 17:15,Jorf Lasfar,S1 — Attendre,5.12,4.4,18.9,0.1461,-0.1889,0.2319,False,0.4,0.35,0.25
SIM-0106-S2,106,ANO-0173,2024-04-09 17:15,Jorf Lasfar,S2 — Fournisseur alternatif,0.0,16.9,-1.1,0.9993,0.0106,0.6172,False,0.4,0.35,0.25
SIM-0106-S3,106,ANO-0173,2024-04-09 17:15,Jorf Lasfar,S3 — Redistribution stock,-1.22,-10.8,-30.2,1.2039,0.3019,0.8674,True,0.4,0.35,0.25
SIM-0107-S1,107,ANO-0150,2024-02-07 20:06,Benguerir,S1 — Attendre,2.47,0.2,13.5,0.5882,-0.1348,0.4377,False,0.4,0.35,0.25
SIM-0107-S2,107,ANO-0150,2024-02-07 20:06,Benguerir,S2 — Fournisseur alternatif,-0.1,22.8,-14.2,1.0161,0.142,0.6597,False,0.4,0.35,0.25
SIM-0107-S3,107,ANO-0150,2024-02-07 20:06,Benguerir,S3 — Redistribution stock,-0.8,-15.7,-29.7,1.133,0.297,0.8538,True,0.4,0.35,0.25
SIM-0108-S1,108,ANO-0124,2024-02-29 16:02,Youssoufia,S1 — Attendre,3.94,-4.9,25.5,0.3425,-0.2551,0.3107,False,0.4,0.35,0.25
SIM-0108-S2,108,ANO-0124,2024-02-29 16:02,Youssoufia,S2 — Fournisseur alternatif,0.61,23.6,0.4,0.8977,-0.0045,0.5598,False,0.4,0.35,0.25
SIM-0108-S3,108,ANO-0124,2024-02-29 16:02,Youssoufia,S3 — Redistribution stock,-1.91,-18.2,-34.9,1.3187,0.349,0.9552,True,0.4,0.35,0.25
SIM-0109-S1,109,ANO-0127,2025-03-29 06:31,Laayoune,S1 — Attendre,2.91,-0.6,24.0,0.5142,-0.2402,0.373,False,0.4,0.35,0.25
SIM-0109-S2,109,ANO-0127,2025-03-29 06:31,Laayoune,S2 — Fournisseur alternatif,0.82,11.5,-12.2,0.8628,0.1222,0.612,False,0.4,0.35,0.25
SIM-0109-S3,109,ANO-0127,2025-03-29 06:31,Laayoune,S3 — Redistribution stock,-0.52,-10.5,-31.6,1.0865,0.3156,0.8245,True,0.4,0.35,0.25
SIM-0110-S1,110,ANO-0094,2024-12-06 06:43,Safi,S1 — Attendre,5.18,-0.7,24.2,0.1371,-0.2417,0.222,False,0.4,0.35,0.25
SIM-0110-S2,110,ANO-0094,2024-12-06 06:43,Safi,S2 — Fournisseur alternatif,0.8,15.5,-4.1,0.8674,0.0413,0.5778,False,0.4,0.35,0.25
SIM-0110-S3,110,ANO-0094,2024-12-06 06:43,Safi,S3 — Redistribution stock,-1.16,-19.7,-33.5,1.1938,0.3346,0.9058,True,0.4,0.35,0.25
SIM-0111-S1,111,ANO-0017,2024-11-23 23:24,Khouribga,S1 — Attendre,2.35,3.8,23.3,0.6085,-0.2329,0.4028,False,0.4,0.35,0.25
SIM-0111-S2,111,ANO-0017,2024-11-23 23:24,Khouribga,S2 — Fournisseur alternatif,-0.05,17.6,-10.1,1.0085,0.1014,0.6514,False,0.4,0.35,0.25
SIM-0111-S3,111,ANO-0017,2024-11-23 23:24,Khouribga,S3 — Redistribution stock,-0.14,-18.6,-39.6,1.024,0.3964,0.8556,True,0.4,0.35,0.25
SIM-0112-S1,112,ANO-0048,2024-03-08 02:11,Jorf Lasfar,S1 — Attendre,4.66,-0.5,29.9,0.2236,-0.2993,0.236,False,0.4,0.35,0.25
SIM-0112-S2,112,ANO-0048,2024-03-08 02:11,Jorf Lasfar,S2 — Fournisseur alternatif,-0.25,13.9,-13.7,1.0422,0.1366,0.6841,False,0.4,0.35,0.25
SIM-0112-S3,112,ANO-0048,2024-03-08 02:11,Jorf Lasfar,S3 — Redistribution stock,-0.42,-18.1,-33.8,1.07,0.338,0.8517,True,0.4,0.35,0.25
SIM-0113-S1,113,ANO-0060,2025-03-10 16:56,Khouribga,S1 — Attendre,2.81,-2.0,24.9,0.5317,-0.2493,0.3805,False,0.4,0.35,0.25
SIM-0113-S2,113,ANO-0060,2025-03-10 16:56,Khouribga,S2 — Fournisseur alternatif,-0.22,15.6,-4.8,1.0364,0.048,0.6477,False,0.4,0.35,0.25
SIM-0113-S3,113,ANO-0060,2025-03-10 16:56,Khouribga,S3 — Redistribution stock,-1.98,-14.8,-36.0,1.3293,0.3601,0.951,True,0.4,0.35,0.25
SIM-0114-S1,114,ANO-0078,2025-02-16 01:35,Khouribga,S1 — Attendre,5.52,-3.6,28.4,0.0797,-0.2841,0.1919,False,0.4,0.35,0.25
SIM-0114-S2,114,ANO-0078,2025-02-16 01:35,Khouribga,S2 — Fournisseur alternatif,0.72,22.0,-11.2,0.8798,0.1123,0.5961,False,0.4,0.35,0.25
SIM-0114-S3,114,ANO-0078,2025-02-16 01:35,Khouribga,S3 — Redistribution stock,-1.05,-15.2,-38.5,1.1751,0.3851,0.8997,True,0.4,0.35,0.25
SIM-0115-S1,115,ANO-0163,2024-10-28 06:11,Jorf Lasfar,S1 — Attendre,4.51,3.6,11.4,0.2486,-0.1142,0.3008,False,0.4,0.35,0.25
SIM-0115-S2,115,ANO-0163,2024-10-28 06:11,Jorf Lasfar,S2 — Fournisseur alternatif,0.33,22.9,-12.1,0.9443,0.1209,0.6235,False,0.4,0.35,0.25
SIM-0115-S3,115,ANO-0163,2024-10-28 06:11,Jorf Lasfar,S3 — Redistribution stock,-0.48,-15.2,-25.2,1.0798,0.2515,0.8149,True,0.4,0.35,0.25
SIM-0116-S1,116,ANO-0043,2024-02-26 09:10,Jorf Lasfar,S1 — Attendre,2.99,2.5,26.8,0.502,-0.268,0.3508,False,0.4,0.35,0.25
SIM-0116-S2,116,ANO-0043,2024-02-26 09:10,Jorf Lasfar,S2 — Fournisseur alternatif,-0.28,13.4,-9.8,1.0461,0.0975,0.6731,False,0.4,0.35,0.25
SIM-0116-S3,116,ANO-0043,2024-02-26 09:10,Jorf Lasfar,S3 — Redistribution stock,-1.88,-15.7,-26.9,1.3134,0.2694,0.9162,True,0.4,0.35,0.25
SIM-0117-S1,117,ANO-0050,2024-11-02 12:24,Khouribga,S1 — Attendre,4.69,4.3,17.8,0.2189,-0.1782,0.2649,False,0.4,0.35,0.25
SIM-0117-S2,117,ANO-0050,2024-11-02 12:24,Khouribga,S2 — Fournisseur alternatif,0.21,23.0,-0.0,0.9645,0.0003,0.5892,False,0.4,0.35,0.25
SIM-0117-S3,117,ANO-0050,2024-11-02 12:24,Khouribga,S3 — Redistribution stock,-1.75,-13.9,-28.1,1.2909,0.2814,0.9051,True,0.4,0.35,0.25
SIM-0118-S1,118,ANO-0194,2024-11-11 18:18,Casablanca Port,S1 — Attendre,4.54,-2.6,20.4,0.2431,-0.2043,0.2824,False,0.4,0.35,0.25
SIM-0118-S2,118,ANO-0194,2024-11-11 18:18,Casablanca Port,S2 — Fournisseur alternatif,-0.01,11.1,-3.0,1.001,0.03,0.6359,False,0.4,0.35,0.25
SIM-0118-S3,118,ANO-0194,2024-11-11 18:18,Casablanca Port,S3 — Redistribution stock,-1.17,-14.4,-29.4,1.1942,0.2943,0.8727,True,0.4,0.35,0.25
SIM-0119-S1,119,ANO-0165,2024-04-23 01:30,Laayoune,S1 — Attendre,2.16,-2.2,15.6,0.64,-0.1562,0.457,False,0.4,0.35,0.25
SIM-0119-S2,119,ANO-0165,2024-04-23 01:30,Laayoune,S2 — Fournisseur alternatif,0.3,24.8,-8.2,0.9499,0.0817,0.6089,False,0.4,0.35,0.25
SIM-0119-S3,119,ANO-0165,2024-04-23 01:30,Laayoune,S3 — Redistribution stock,-0.33,-13.9,-26.2,1.0546,0.2621,0.8041,True,0.4,0.35,0.25
SIM-0120-S1,120,ANO-0125,2024-12-30 23:47,Jorf Lasfar,S1 — Attendre,3.54,3.7,23.8,0.4093,-0.2377,0.3216,False,0.4,0.35,0.25
SIM-0120-S2,120,ANO-0125,2024-12-30 23:47,Jorf Lasfar,S2 — Fournisseur alternatif,0.39,23.9,-2.9,0.9349,0.029,0.586,False,0.4,0.35,0.25
SIM-0120-S3,120,ANO-0125,2024-12-30 23:47,Jorf Lasfar,S3 — Redistribution stock,-0.68,-14.3,-33.0,1.113,0.3296,0.8521,True,0.4,0.35,0.25
